applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,taux_defaut_historique,taux_remboursement_historique,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif,defaut_paiement,y_proba,y_pred,error_type,estimated_amount_xaf,estimated_cost_xaf
FIN-1002-1252,51,CMR,Commerce,296200.0,43.0,0.716,377.0,2,74.7,Urbain,2023-07-11,,,,,,,,,,,,,,,,,,,38.0,130200.0,88300.0,36.6,MTN,37.0,0,0,0,133.13565344598572,0.2981093855503038,,0.0,98733.33333333331,0,0.66308755,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1006-1463,36,CMR,Commerce,66700.0,15.0,0.357,,2,,Peri-urbain,2022-12-28,1405000.0,702500.0,0.0,0.0,2.0,KamoFin GNQ 42,mobile_money,CMR,rembourse,518.0,438.0,0.0,2.0,0.0,0.0,0.0,1.0,138.0,,,,,,,1,0,0,,,0.0071942446043165,0.0,22233.33333333333,0,0.5790546,1,FP_bon_client_refuse,702500.0,56200.0
FIN-1035-1508,46,TCD,Elevage,72300.0,114.0,0.391,431.0,1,47.7,Rural,2024-12-01,4505000.0,2252500.0,0.0,0.0,2.0,AllianceFin TCD 18,mobile_money,GAB,rembourse,637.0,179.0,0.0,2.0,0.0,0.0,0.0,1.0,1172.0,,,,,,,0,0,0,,,0.000852514919011,0.0,36150.0,0,0.54878855,1,FP_bon_client_refuse,2252500.0,180200.0
FIN-1027-1875,63,COG,Commerce,145700.0,61.0,0.473,847.0,2,65.2,Semi-urbain,2024-01-09,1810000.0,452500.0,0.0,0.0,4.0,SolidaCredit CMR 15,microfinance,CAF,rembourse,613.0,104.0,0.0,2.0,0.0,2.0,0.0,0.5,46.0,59.0,421000.0,297100.0,70.3,ORANGE,62.0,0,0,0,291.2623712653247,2.039121482498284,0.0212765957446808,0.0,48566.66666666666,0,0.35654247,0,TN_bon_client_accepte,452500.0,0.0
FIN-1041-1616,28,CMR,Artisanat,440800.0,19.0,0.072,,1,,Peri-urbain,2022-08-18,390000.0,390000.0,0.0,0.0,1.0,PretRapide GNQ 24,banque,GAB,rembourse,456.0,868.0,0.0,1.0,0.0,0.0,0.0,1.0,157.0,,,,,,,1,0,0,,,0.0063291139240506,0.0,220400.0,0,0.5032848,1,FP_bon_client_refuse,390000.0,31200.0
FIN-1026-1702,34,CAF,Agriculture,97200.0,62.0,0.521,768.0,4,44.2,Urbain,2023-01-08,,,,,,,,,,,,,,,,,,,22.0,99700.0,77600.0,62.6,MTN,79.0,0,0,0,274.31486733058495,0.7983539094650206,,0.0,19440.0,0,0.58730215,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1011-1661,49,CMR,Artisanat,143900.0,21.0,0.617,697.0,3,,Urbain,2025-05-20,410000.0,205000.0,0.0,0.0,2.0,AllianceFin GNQ 48,cooperative,CMR,rembourse,638.0,138.0,0.0,2.0,0.0,0.0,0.0,1.0,471.0,,,,,,,0,0,0,,,0.0021186440677966,0.0,35975.0,0,0.55442065,1,FP_bon_client_refuse,205000.0,16400.0
FIN-1043-1798,25,TCD,Commerce,374200.0,70.0,0.422,712.0,0,89.5,Rural,2024-01-25,355000.0,177500.0,0.0,0.0,2.0,PretRapide COG 15,microfinance,CAF,rembourse,718.0,308.0,0.0,2.0,0.0,0.0,0.0,1.0,585.0,47.0,107500.0,95400.0,87.1,MTN,50.0,0,1,0,342.46201261028875,0.2549438802779262,0.0017064846416382,0.0,374200.0,0,0.35581136,0,TN_bon_client_accepte,177500.0,0.0
FIN-1038-1362,31,COG,Service,197000.0,59.0,0.083,,1,54.3,Urbain,2024-05-14,,,,,,,,,,,,,,,,,,,9.0,67600.0,43400.0,49.5,MTN,72.0,1,0,0,212.37774233684536,0.2203045685279187,,0.0,98500.0,0,0.5044414,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1024-1436,23,CMR,Artisanat,634100.0,53.0,0.192,748.0,4,56.5,Peri-urbain,2022-09-15,,,,,,,,,,,,,,,,,,,51.0,19900.0,15700.0,47.4,MTN,79.0,0,0,0,207.708062483542,0.0247595016558902,,0.0,126820.0,0,0.4303026,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1004-1401,46,COG,Elevage,375400.0,35.0,0.328,636.0,2,59.4,Peri-urbain,2025-07-09,740000.0,185000.0,0.0,0.0,4.0,BarakaCredit CAF 10,banque,COG,rembourse,635.0,1067.0,0.0,4.0,0.0,0.0,0.0,1.0,167.0,57.0,32600.0,23300.0,75.0,MIXTE,3.0,0,0,0,103.9720770839918,0.0620671283963772,0.0059523809523809,0.0,125133.33333333331,0,0.36206943,0,TN_bon_client_accepte,185000.0,0.0
FIN-1039-1424,33,CMR,Commerce,91800.0,23.0,0.156,764.0,2,52.4,Rural,2022-07-12,270000.0,270000.0,0.0,,1.0,MicroFin COG 4,microfinance,CMR,en_cours,529.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,148.0,36.0,112800.0,85100.0,79.6,ORANGE,42.0,0,0,0,299.39152920920753,0.9270152505446624,0.0067114093959731,0.0,30600.0,0,0.42950296,0,TN_bon_client_accepte,270000.0,0.0
FIN-1016-1233,57,CMR,Commerce,111500.0,42.0,0.321,540.0,1,73.1,Rural,2022-07-04,380000.0,380000.0,3.0,94.0,1.0,KamoFin COG 33,microfinance,CAF,defaut,493.0,556.0,1.0,0.0,0.0,0.0,1.0,0.0,210.0,5.0,59800.0,55400.0,43.2,MIXTE,38.0,0,0,0,158.26586311280073,0.4968609865470852,0.0047393364928909,0.0,55750.0,0,0.41374713,0,TN_bon_client_accepte,380000.0,0.0
FIN-1018-1930,55,TCD,Commerce,149900.0,104.0,0.48,,1,,Rural,2022-04-01,1290000.0,645000.0,0.0,0.0,2.0,ProximaCredit TCD 24,microfinance,GNQ,rembourse,482.0,326.0,0.0,2.0,0.0,0.0,0.0,1.0,398.0,,,,,,,1,0,0,,,0.0025062656641604,0.0,74950.0,0,0.5146423,1,FP_bon_client_refuse,645000.0,51600.0
FIN-1022-1755,27,GAB,Commerce,1193100.0,50.0,0.269,672.0,4,78.5,Urbain,2022-12-11,100000.0,100000.0,0.0,0.0,1.0,AllianceFin CMR 49,banque,COG,rembourse,504.0,931.0,0.0,1.0,0.0,0.0,0.0,1.0,539.0,56.0,71900.0,,46.2,MTN,77.0,0,0,0,201.27994779305916,,0.0018518518518518,0.0,238620.0,0,0.46614566,0,TN_bon_client_accepte,100000.0,0.0
FIN-1035-1427,24,CMR,Commerce,303900.0,13.0,0.471,696.0,1,,Urbain,2022-06-14,1840000.0,920000.0,0.0,0.0,2.0,EsperoFin CMR 46,cooperative,CMR,en_cours,523.0,892.0,0.0,1.0,0.0,1.0,0.0,0.5,279.0,,,,,,,0,0,0,,,0.0035714285714285,0.0,151950.0,0,0.35662484,0,TN_bon_client_accepte,920000.0,0.0
FIN-1011-1540,60,CAF,Commerce,78700.0,65.0,0.121,799.0,3,79.2,Peri-urbain,2024-09-19,505000.0,505000.0,5.0,110.0,1.0,FondasFin COG 23,microfinance,COG,defaut,481.0,643.0,1.0,0.0,0.0,0.0,1.0,0.0,613.0,17.0,25700.0,22500.0,10.8,MTN,12.0,0,0,0,27.7014530605846,0.2858958068614993,0.001628664495114,0.0,19675.0,0,0.42974645,0,TN_bon_client_accepte,505000.0,0.0
FIN-1027-1627,41,CAF,Agriculture,79700.0,3.0,0.239,680.0,5,35.6,Urbain,2024-04-05,1945000.0,648333.3333333334,0.0,0.0,3.0,SolidaCredit CMR 15,microfinance,CAF,rembourse,613.0,104.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,6.0,59.0,45600.0,28000.0,73.2,MTN,76.0,0,0,0,317.9665568796897,0.3513174404015056,0.1428571428571428,0.0,13283.333333333334,1,0.5690382,1,TP_defaut_detecte,648333.3333333334,0.0
FIN-1003-1004,42,CMR,Commerce,152800.0,39.0,0.234,599.0,0,55.6,Urbain,2022-07-29,300000.0,300000.0,0.0,0.0,1.0,EsperoFin CMR 9,mobile_money,TCD,rembourse,670.0,150.0,0.0,1.0,0.0,0.0,0.0,1.0,361.0,,,,,,,0,1,0,,,0.0027624309392265,0.0,152800.0,0,0.3631272,0,TN_bon_client_accepte,300000.0,0.0
FIN-1018-1466,75,CMR,Elevage,98700.0,91.0,0.134,719.0,0,,Urbain,2024-02-13,325000.0,162500.0,10.0,86.0,2.0,CapSud GNQ 23,microfinance,COG,restructure,532.0,348.0,1.0,0.0,1.0,0.0,0.5,0.0,151.0,13.0,85300.0,94600.0,40.2,MTN,72.0,0,1,0,172.47646953416532,0.9584599797365756,0.006578947368421,0.0,98700.0,0,0.41284016,0,TN_bon_client_accepte,162500.0,0.0
FIN-1034-1061,24,CMR,Commerce,332200.0,47.0,0.164,639.0,1,88.1,Peri-urbain,2022-12-29,955000.0,318333.3333333333,0.0,0.0,3.0,AfriFin GNQ 38,banque,CMR,rembourse,471.0,99.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,349.0,16.0,88300.0,45900.0,51.6,ORANGE,84.0,0,0,0,229.2408048349004,0.1381697772426249,0.0028571428571428,0.0,166100.0,0,0.35491025,0,TN_bon_client_accepte,318333.3333333333,0.0
FIN-1008-1030,19,GAB,Commerce,1719100.0,55.0,0.472,636.0,1,90.0,Urbain,2024-07-18,175000.0,175000.0,0.0,0.0,1.0,EsperoFin GAB 37,microfinance,COG,rembourse,510.0,795.0,0.0,1.0,0.0,0.0,0.0,1.0,320.0,,,,,,,0,0,0,,,0.0031152647975077,0.0,859550.0,0,0.35581136,0,TN_bon_client_accepte,175000.0,0.0
FIN-1033-1628,29,CMR,Artisanat,167800.0,39.0,0.352,332.0,2,82.5,Urbain,2024-08-31,295000.0,295000.0,0.0,0.0,1.0,BarakaCredit GNQ 37,cooperative,CMR,rembourse,527.0,897.0,0.0,1.0,0.0,0.0,0.0,1.0,381.0,26.0,57400.0,48400.0,42.3,MTN,10.0,0,0,0,101.43097003937108,0.2884386174016686,0.0026178010471204,0.0,55933.333333333336,0,0.4908072,0,TN_bon_client_accepte,295000.0,0.0
FIN-1035-1928,58,CMR,Agriculture,496600.0,97.0,0.383,808.0,2,62.2,Urbain,2022-08-28,,,,,,,,,,,,,,,,,,,40.0,143300.0,110200.0,86.1,ORANGE,13.0,0,0,0,227.22283607987376,0.2219089810712847,,0.0,165533.33333333334,0,0.3516399,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1011-1337,26,CMR,Commerce,135400.0,62.0,0.241,805.0,0,85.6,Peri-urbain,2025-02-17,825000.0,412500.0,0.0,0.0,2.0,EsperoFin COG 16,banque,CAF,rembourse,440.0,571.0,0.0,1.0,0.0,1.0,0.0,0.5,413.0,29.0,24400.0,19200.0,93.0,CAMTEL,78.0,0,1,0,406.358650279433,0.1418020679468242,0.002415458937198,0.0,135400.0,0,0.3792016,0,TN_bon_client_accepte,412500.0,0.0
FIN-1043-1321,59,COG,Commerce,162800.0,34.0,0.181,467.0,2,,Urbain,2023-02-24,1150000.0,575000.0,0.0,0.0,2.0,NovaMoney CMR 17,microfinance,CMR,rembourse,577.0,430.0,0.0,2.0,0.0,0.0,0.0,1.0,747.0,11.0,44700.0,36600.0,67.1,MIXTE,38.0,0,0,0,245.82498645529924,0.2248157248157248,0.0013368983957219,0.0,54266.66666666666,0,0.4892039,0,TN_bon_client_accepte,575000.0,0.0
FIN-1041-1868,25,CMR,Commerce,96900.0,52.0,0.584,838.0,4,89.3,Urbain,2024-06-11,755000.0,377500.0,0.0,0.0,2.0,SolidaCredit COG 25,microfinance,CAF,en_cours,705.0,333.0,0.0,1.0,0.0,1.0,0.0,0.5,253.0,,,,,,,0,0,0,,,0.0039370078740157,0.0,19380.0,0,0.6558123,1,FP_bon_client_refuse,377500.0,30200.0
FIN-1025-1225,47,GNQ,Commerce,103100.0,8.0,0.194,,2,59.1,Rural,2024-09-02,1490000.0,372500.0,0.0,0.0,4.0,AllianceFin CMR 39,banque,GNQ,rembourse,695.0,253.0,0.0,4.0,0.0,0.0,0.0,1.0,476.0,16.0,81200.0,53900.0,65.0,MTN,27.0,1,0,0,216.59329316138823,0.5227934044616876,0.0020964360587002,0.0,34366.666666666664,0,0.5084816,1,FP_bon_client_refuse,372500.0,29800.0
FIN-1040-1401,34,CMR,Agriculture,,118.0,0.53,454.0,1,82.4,Rural,2023-02-01,630000.0,315000.0,0.0,0.0,2.0,KamoFin GNQ 35,banque,CMR,rembourse,528.0,1018.0,0.0,2.0,0.0,0.0,0.0,1.0,346.0,58.0,59100.0,36700.0,77.6,MTN,31.0,0,0,0,268.9411060572588,,0.0028818443804034,0.0,,0,0.6631624,1,FP_bon_client_refuse,315000.0,25200.0
FIN-1022-1026,69,CMR,Commerce,204500.0,27.0,0.14,833.0,0,70.7,Rural,2022-09-01,245000.0,245000.0,0.0,0.0,1.0,FondasFin GAB 25,mobile_money,GNQ,rembourse,671.0,229.0,0.0,1.0,0.0,0.0,0.0,1.0,908.0,49.0,38400.0,31000.0,42.7,MTN,10.0,0,1,0,102.39012814849043,0.1515892420537897,0.0011001100110011,0.0,204500.0,0,0.35433114,0,TN_bon_client_accepte,245000.0,0.0
FIN-1023-1106,68,CMR,Agriculture,85700.0,0.0,0.092,313.0,0,32.8,Urbain,2024-01-28,905000.0,905000.0,0.0,0.0,1.0,EsperoFin GAB 45,cooperative,CMR,rembourse,554.0,927.0,0.0,1.0,0.0,0.0,0.0,1.0,373.0,44.0,111200.0,91600.0,74.6,MTN,12.0,0,1,0,191.34522206663064,1.068844807467911,0.0026737967914438,0.0,85700.0,0,0.5775504,1,FP_bon_client_refuse,905000.0,72400.0
FIN-1019-1637,47,TCD,Artisanat,186400.0,84.0,0.401,666.0,0,62.8,Peri-urbain,2023-01-04,260000.0,130000.0,0.0,0.0,2.0,BarakaCredit CAF 39,banque,COG,rembourse,691.0,1118.0,0.0,1.0,0.0,1.0,0.0,0.5,84.0,38.0,57800.0,34300.0,67.1,MTN,67.0,0,1,0,283.1289670173168,0.1840128755364806,0.0117647058823529,0.0,186400.0,1,0.356574,0,FN_defaut_non_detecte,130000.0,78000.0
FIN-1006-1941,42,CMR,Commerce,558200.0,29.0,0.194,448.0,2,35.5,Rural,2025-12-22,760000.0,253333.3333333333,0.0,0.0,3.0,BarakaCredit GAB 30,banque,GNQ,rembourse,547.0,731.0,0.0,3.0,0.0,0.0,0.0,1.0,229.0,20.0,71800.0,42100.0,58.3,ORANGE,3.0,0,0,0,80.82096125328961,0.0754209960587603,0.0043478260869565,0.0,186066.66666666663,0,0.49244386,0,TN_bon_client_accepte,253333.3333333333,0.0
FIN-1011-1697,74,GAB,Agriculture,459900.0,29.0,0.155,645.0,2,60.2,Peri-urbain,2023-10-16,1270000.0,423333.3333333333,0.0,0.0,3.0,ProximaCredit GAB 16,microfinance,CMR,rembourse,471.0,1175.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,173.0,,,,,,,0,0,0,,,0.0057471264367816,0.0,153300.0,0,0.3678501,0,TN_bon_client_accepte,423333.3333333333,0.0
FIN-1037-1419,66,COG,Agriculture,348300.0,105.0,0.389,607.0,1,75.6,Urbain,2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,174150.0,0,0.35550675,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1012-1557,46,CMR,Artisanat,227100.0,85.0,0.102,387.0,3,,Urbain,2022-04-02,635000.0,635000.0,0.0,0.0,1.0,AllianceFin CMR 39,banque,GNQ,en_cours,695.0,253.0,0.0,0.0,0.0,1.0,0.0,0.0,412.0,,,,,,,0,0,0,,,0.0024213075060532,0.0,56775.0,0,0.49124846,0,TN_bon_client_accepte,635000.0,0.0
FIN-1045-1479,68,CMR,Commerce,463100.0,112.0,0.219,695.0,2,36.0,Urbain,2024-04-24,,,,,,,,,,,,,,,,,,,13.0,46100.0,40200.0,81.2,MTN,18.0,0,0,0,239.08844510831497,0.0868063053336212,,0.0,154366.66666666666,0,0.35649464,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1014-1565,56,GAB,Commerce,269900.0,34.0,0.15,479.0,3,74.8,Rural,2024-08-03,,,,,,,,,,,,,,,,,,,26.0,,137200.0,47.5,MIXTE,17.0,0,0,0,137.2926585000678,0.5083364208966283,,0.0,67475.0,0,0.460694,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1036-1211,32,TCD,Service,156900.0,14.0,0.297,,1,55.6,Rural,2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,78450.0,0,0.50763524,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1048-1535,38,CMR,Artisanat,179800.0,113.0,0.157,494.0,2,77.1,Urbain,2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,59933.333333333336,0,0.46057808,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1033-1427,48,CAF,Service,1015400.0,109.0,0.528,826.0,1,86.2,Rural,2024-08-11,,,,,,,,,,,,,,,,,,,36.0,162400.0,123600.0,81.0,MTN,19.0,0,0,0,242.65431415787327,0.1217254284025999,,0.0,507700.0,0,0.5098448,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1005-1058,23,GAB,Commerce,229900.0,28.0,0.307,477.0,5,80.3,Urbain,2023-02-27,1400000.0,466666.6666666667,0.0,0.0,3.0,PretRapide GAB 33,cooperative,CMR,rembourse,523.0,61.0,0.0,3.0,0.0,0.0,0.0,1.0,445.0,22.0,88700.0,48200.0,84.6,ORANGE,20.0,0,0,0,257.56659823140154,0.2096563723357981,0.0022421524663677,0.0,38316.66666666666,0,0.6113116,1,FP_bon_client_refuse,466666.6666666667,37333.333333333336
FIN-1035-1670,58,CMR,Commerce,168200.0,75.0,0.099,314.0,2,68.3,Rural,2025-10-14,,,,,,,,,,,,,,,,,,,24.0,58000.0,35800.0,76.6,ORANGE,13.0,0,0,0,202.15179144852883,0.2128418549346016,,0.0,56066.66666666666,0,0.49199134,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1029-1505,45,GAB,Commerce,412800.0,44.0,0.289,389.0,1,74.5,Semi-urbain,2025-06-25,215000.0,107500.0,0.0,0.0,2.0,ZenithMicro GAB 5,mobile_money,CMR,rembourse,565.0,994.0,0.0,2.0,0.0,0.0,0.0,1.0,280.0,43.0,62600.0,49900.0,88.2,ORANGE,16.0,0,0,0,249.88941694575828,0.1208817829457364,0.0035587188612099,0.0,206400.0,0,0.48841837,0,TN_bon_client_accepte,107500.0,0.0
FIN-1038-1814,28,TCD,Service,296800.0,117.0,0.069,470.0,0,62.8,Rural,2023-10-21,110000.0,110000.0,0.0,0.0,1.0,AllianceFin GNQ 27,microfinance,COG,rembourse,548.0,63.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,53.0,93500.0,66000.0,58.4,ORANGE,60.0,0,1,0,240.07503366772136,0.2223719676549865,0.0625,0.0,296800.0,0,0.49450552,0,TN_bon_client_accepte,110000.0,0.0
FIN-1026-1941,49,CMR,Elevage,350900.0,111.0,0.522,751.0,1,,Urbain,2025-10-24,,,,,,,,,,,,,,,,,,,23.0,83300.0,43400.0,51.5,ORANGE,23.0,0,0,0,163.6697722629192,0.1236819606725562,,0.0,175450.0,0,0.5363426,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1028-1508,25,GNQ,Commerce,433100.0,111.0,0.26,516.0,1,20.8,Rural,2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,216550.0,0,0.416578,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1030-1204,72,CMR,Elevage,726100.0,18.0,0.379,744.0,3,57.1,Rural,2023-05-04,350000.0,350000.0,0.0,0.0,1.0,SolidaCredit GNQ 5,cooperative,CMR,rembourse,584.0,240.0,0.0,1.0,0.0,0.0,0.0,1.0,577.0,,,,,,,0,0,0,,,0.0017301038062283,0.0,181525.0,0,0.3631272,0,TN_bon_client_accepte,350000.0,0.0
FIN-1004-1705,64,CMR,Agriculture,256400.0,95.0,0.065,754.0,1,,Urbain,2023-11-19,1715000.0,857500.0,0.0,0.0,2.0,CapSud COG 36,microfinance,CAF,rembourse,480.0,309.0,0.0,2.0,0.0,0.0,0.0,1.0,833.0,47.0,50500.0,34200.0,97.6,ORANGE,16.0,0,0,0,276.5216223798867,0.1333853354134165,0.001199040767386,0.0,128200.0,0,0.3555604,0,TN_bon_client_accepte,857500.0,0.0
FIN-1020-1102,49,CMR,Agriculture,497800.0,85.0,0.195,378.0,3,67.6,Peri-urbain,2023-03-14,575000.0,575000.0,0.0,0.0,1.0,AfriFin COG 37,microfinance,GAB,rembourse,513.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,212.0,40.0,109400.0,68000.0,71.4,ORANGE,10.0,0,0,0,171.20972247780367,0.1366010445962233,0.0046948356807511,0.0,124450.0,0,0.4904123,0,TN_bon_client_accepte,575000.0,0.0
FIN-1008-1799,57,CMR,Service,530700.0,43.0,0.142,375.0,4,,Rural,2022-03-19,,,,,,,,,,,,,,,,,,,57.0,43600.0,36100.0,60.9,MTN,22.0,0,0,0,190.9515977500852,0.068023365366497,,0.0,106140.0,1,0.6434952,1,TP_defaut_detecte,311666.6666666667,0.0
FIN-1033-1297,20,CMR,Commerce,104900.0,0.0,0.4,636.0,2,32.8,Urbain,2023-08-17,,,,,,,,,,,,,,,,,,,44.0,49800.0,41500.0,74.5,MIXTE,64.0,0,0,0,310.99185160722493,0.3956148713060057,,0.0,34966.666666666664,0,0.41552135,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1037-1519,60,CMR,Agriculture,163800.0,41.0,1.143,444.0,2,,Urbain,2024-10-21,1475000.0,491666.6666666667,0.0,0.0,3.0,ZenithMicro COG 18,microfinance,CAF,rembourse,524.0,474.0,0.0,3.0,0.0,0.0,0.0,1.0,761.0,13.0,41700.0,21800.0,62.1,MIXTE,64.0,0,0,0,259.22944946051905,0.1330891330891331,0.0013123359580052,0.143,54600.0,1,0.66611725,1,TP_defaut_detecte,491666.6666666667,0.0
FIN-1001-1846,67,CMR,Agriculture,333000.0,47.0,0.215,475.0,1,65.8,Peri-urbain,2022-07-04,,,,,,,,,,,,,,,,,,,23.0,19000.0,10300.0,61.8,MTN,2.0,0,0,0,67.89423943968917,0.0309309309309309,,0.0,166500.0,0,0.4583001,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1033-1780,66,CMR,Commerce,95600.0,120.0,0.115,373.0,2,36.9,Urbain,2025-01-20,700000.0,233333.3333333333,0.0,0.0,3.0,EsperoFin CMR 15,mobile_money,CMR,rembourse,560.0,174.0,0.0,3.0,0.0,0.0,0.0,1.0,592.0,58.0,107800.0,90900.0,39.2,ORANGE,56.0,0,0,0,158.4876096991144,0.950836820083682,0.0016863406408094,0.0,31866.666666666668,0,0.5385211,1,FP_bon_client_refuse,233333.3333333333,18666.666666666664
FIN-1049-1518,62,CMR,Service,180700.0,115.0,0.051,347.0,3,93.2,Rural,2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,45175.0,1,0.49241108,0,FN_defaut_non_detecte,311666.6666666667,187000.0
FIN-1040-1317,54,GAB,Service,96500.0,6.0,0.458,780.0,0,64.0,Peri-urbain,2025-02-28,730000.0,730000.0,0.0,0.0,1.0,FondasFin GAB 39,banque,CMR,rembourse,659.0,825.0,0.0,1.0,0.0,0.0,0.0,1.0,1431.0,,,,,,,0,1,0,,,0.0006983240223463,0.0,96500.0,0,0.42358893,0,TN_bon_client_accepte,730000.0,0.0
FIN-1031-1351,48,GAB,Agriculture,49100.0,2.0,0.641,396.0,0,,Urbain,2025-05-26,1460000.0,486666.6666666667,0.0,0.0,3.0,PretRapide CMR 7,banque,GAB,rembourse,562.0,196.0,0.0,3.0,0.0,0.0,0.0,1.0,1127.0,26.0,192500.0,168800.0,,CAMTEL,19.0,0,1,0,,3.4378818737270875,0.000886524822695,0.0,49100.0,0,0.73237675,1,FP_bon_client_refuse,486666.6666666667,38933.333333333336
FIN-1049-1492,33,CMR,Agriculture,461900.0,0.0,0.298,397.0,1,69.0,Urbain,2025-11-01,1555000.0,518333.3333333333,0.0,0.0,3.0,BarakaCredit GNQ 5,mobile_money,COG,rembourse,582.0,1051.0,0.0,3.0,0.0,0.0,0.0,1.0,1034.0,26.0,197100.0,111400.0,68.9,MTN,2.0,0,0,0,75.69438668923276,0.2411777441004546,0.0009661835748792,0.0,230950.0,1,0.55968577,1,TP_defaut_detecte,518333.3333333333,0.0
FIN-1030-1561,22,COG,Agriculture,315200.0,37.0,0.199,778.0,0,76.2,Urbain,2024-06-30,225000.0,225000.0,0.0,0.0,1.0,AllianceFin CMR 21,microfinance,TCD,rembourse,640.0,1165.0,0.0,1.0,0.0,0.0,0.0,1.0,1279.0,9.0,47600.0,35800.0,65.1,MTN,57.0,0,1,0,264.33483998657186,0.1135786802030456,0.00078125,0.0,315200.0,0,0.35532692,0,TN_bon_client_accepte,225000.0,0.0
FIN-1020-1983,18,GAB,Agriculture,171900.0,4.0,0.103,772.0,0,79.6,Rural,2023-11-30,385000.0,128333.33333333331,0.0,0.0,3.0,ProximaCredit CAF 16,microfinance,CMR,rembourse,711.0,495.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,350.0,56.0,140900.0,100000.0,80.1,MTN,46.0,0,1,0,308.39682289697566,0.5817335660267597,0.0028490028490028,0.0,171900.0,0,0.4043119,0,TN_bon_client_accepte,128333.33333333331,0.0
FIN-1002-1918,55,CMR,Agriculture,31900.0,19.0,0.474,546.0,0,72.2,Rural,2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,31900.0,0,0.48025784,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1031-1913,21,COG,Service,,9.0,0.339,601.0,1,,Peri-urbain,2025-03-25,715000.0,178750.0,17.0,114.0,4.0,SolidaCredit COG 8,microfinance,CMR,defaut,514.0,104.0,3.0,0.0,1.0,0.0,0.75,0.0,125.0,5.0,17700.0,20000.0,24.1,ORANGE,20.0,0,0,0,73.3729907491345,,0.0079365079365079,0.0,,0,0.357684,0,TN_bon_client_accepte,178750.0,0.0
FIN-1013-1610,41,TCD,Artisanat,365800.0,17.0,0.121,578.0,3,79.0,Urbain,2022-07-12,450000.0,225000.0,0.0,0.0,2.0,EsperoFin CAF 23,mobile_money,CMR,rembourse,600.0,107.0,0.0,2.0,0.0,0.0,0.0,1.0,111.0,9.0,54300.0,33300.0,80.3,MIXTE,37.0,0,0,0,292.0981686260288,0.0910333515582285,0.0089285714285714,0.0,91450.0,0,0.38931054,0,TN_bon_client_accepte,225000.0,0.0
FIN-1025-1646,61,COG,Elevage,177500.0,25.0,0.348,,2,73.1,Peri-urbain,2025-07-28,1525000.0,381250.0,0.0,0.0,4.0,BarakaCredit GNQ 5,mobile_money,COG,en_cours,582.0,1051.0,0.0,3.0,0.0,1.0,0.0,0.75,220.0,,,,,,,1,0,0,,,0.004524886877828,0.0,59166.66666666666,0,0.5024036,1,FP_bon_client_refuse,381250.0,30500.0
