applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,taux_defaut_historique,taux_remboursement_historique,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois
FIN-1046-1679,68,CMR,Commerce,102800.0,114.0,0.197,662.0,0,88.7,Urbain,2023-05-21,0,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1011-1325,33,CMR,Agriculture,355800.0,112.0,0.248,,1,44.9,Rural,2023-05-21,0,225000.0,225000.0,0.0,0.0,1.0,MicroFin GAB 46,mobile_money,CMR,en_cours,661.0,528.0,0.0,0.0,0.0,1.0,0.0,0.0,381.0,14.0,22200.0,12700.0,63.2,CAMTEL,70.0
FIN-1008-1646,43,COG,Agriculture,292000.0,0.0,2.315,765.0,3,90.0,Rural,2023-05-21,1,500000.0,250000.0,0.0,0.0,2.0,AfriFin CAF 21,microfinance,GAB,rembourse,599.0,1054.0,0.0,2.0,0.0,0.0,0.0,1.0,443.0,,,,,,
FIN-1014-1616,39,CMR,Agriculture,30000.0,15.0,0.516,735.0,0,29.2,Urbain,2023-05-21,0,,,,,,,,,,,,,,,,,,,43.0,36600.0,23000.0,81.7,CAMTEL,2.0
FIN-1046-1218,44,TCD,Commerce,68600.0,21.0,0.217,617.0,2,47.4,Urbain,2023-05-21,0,530000.0,265000.0,6.0,113.0,2.0,AfriFin CMR 41,mobile_money,GAB,defaut,692.0,1096.0,1.0,0.0,1.0,0.0,0.5,0.0,816.0,,,,,,
FIN-1010-1139,35,CMR,Service,381200.0,119.0,0.143,376.0,4,,Peri-urbain,2023-05-21,1,135000.0,135000.0,0.0,0.0,1.0,ProximaCredit GAB 16,microfinance,CMR,rembourse,471.0,1175.0,0.0,1.0,0.0,0.0,0.0,1.0,959.0,,,,,,
FIN-1031-1592,22,CMR,Commerce,368400.0,94.0,0.274,,2,47.6,Peri-urbain,2023-05-21,0,,,,,,,,,,,,,,,,,,,46.0,64700.0,42800.0,89.6,ORANGE,79.0
FIN-1009-1804,44,CMR,Commerce,666400.0,9.0,0.33,,2,45.9,Urbain,2023-05-21,0,2860000.0,1430000.0,0.0,0.0,2.0,MicroFin GAB 39,banque,CMR,rembourse,627.0,1057.0,0.0,2.0,0.0,0.0,0.0,1.0,319.0,18.0,55300.0,28000.0,82.3,ORANGE,64.0
FIN-1001-1691,60,TCD,Service,504900.0,50.0,0.067,,3,,Rural,2023-05-21,0,1265000.0,421666.6666666667,0.0,0.0,3.0,AllianceFin COG 8,banque,GAB,en_cours,663.0,709.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,320.0,21.0,87300.0,47100.0,80.8,MIXTE,20.0
FIN-1038-1243,67,CMR,Agriculture,141100.0,11.0,0.066,380.0,0,80.2,Urbain,2023-05-21,1,,,,,,,,,,,,,,,,,,,15.0,9600.0,8600.0,29.5,MTN,6.0
FIN-1049-1786,67,COG,Service,73000.0,105.0,0.122,,2,,Rural,2023-05-22,0,,,,,,,,,,,,,,,,,,,21.0,298600.0,245200.0,90.3,ORANGE,52.0
FIN-1024-1193,74,TCD,Agriculture,63700.0,24.0,0.341,685.0,2,92.0,Peri-urbain,2023-05-22,0,675000.0,337500.0,5.0,18.0,2.0,PretRapide CMR 35,microfinance,CMR,defaut,698.0,869.0,2.0,0.0,0.0,0.0,1.0,0.0,178.0,19.0,203900.0,237500.0,71.3,MTN,79.0
FIN-1021-1174,56,CMR,Artisanat,343500.0,23.0,0.25,,0,38.1,Rural,2023-05-22,0,360000.0,360000.0,0.0,0.0,1.0,AfriFin GAB 28,banque,CMR,rembourse,648.0,425.0,0.0,1.0,0.0,0.0,0.0,1.0,1198.0,,,,,,
FIN-1000-1285,36,CMR,Artisanat,101300.0,35.0,0.45,475.0,0,88.3,Urbain,2023-05-22,0,110000.0,110000.0,7.0,94.0,1.0,MicroFin GAB 14,mobile_money,CAF,defaut,529.0,507.0,1.0,0.0,0.0,0.0,1.0,0.0,977.0,19.0,43700.0,50300.0,11.3,ORANGE,48.0
FIN-1014-1407,40,GAB,Agriculture,253800.0,39.0,0.17,373.0,2,74.4,Peri-urbain,2023-05-22,0,1245000.0,622500.0,0.0,0.0,2.0,NovaMoney CMR 20,banque,CMR,en_cours,697.0,1018.0,0.0,1.0,0.0,1.0,0.0,0.5,36.0,49.0,99300.0,75300.0,62.5,MIXTE,44.0
FIN-1027-1470,74,CMR,Commerce,522900.0,110.0,0.423,628.0,0,38.5,Urbain,2023-05-22,0,85000.0,85000.0,2.0,22.0,1.0,AfriFin COG 37,microfinance,GAB,restructure,513.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,456.0,,,,,,
FIN-1039-1982,43,GAB,Commerce,153800.0,45.0,0.359,,0,65.8,Peri-urbain,2023-05-22,0,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1029-1904,65,GAB,Commerce,81700.0,69.0,0.521,728.0,2,66.0,Urbain,2023-05-22,0,360000.0,360000.0,0.0,0.0,1.0,BarakaCredit GAB 40,mobile_money,CMR,rembourse,601.0,369.0,0.0,1.0,0.0,0.0,0.0,1.0,1077.0,34.0,112100.0,91900.0,50.8,MTN,81.0
FIN-1030-1108,27,COG,Artisanat,275000.0,58.0,2.124,844.0,0,93.3,Urbain,2023-05-22,0,95000.0,95000.0,0.0,0.0,1.0,CapSud CAF 37,banque,CMR,rembourse,456.0,178.0,0.0,1.0,0.0,0.0,0.0,1.0,712.0,45.0,197700.0,130500.0,81.1,MIXTE,17.0
FIN-1013-1694,24,CMR,Service,101000.0,83.0,0.078,452.0,1,20.9,Rural,2023-05-22,0,250000.0,250000.0,3.0,43.0,1.0,AllianceFin COG 45,cooperative,CMR,defaut,646.0,332.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,,,,,,
FIN-1016-1515,40,GAB,Agriculture,274300.0,11.0,0.119,590.0,2,85.0,Peri-urbain,2023-05-22,0,,,,,,,,,,,,,,,,,,,30.0,72900.0,60900.0,78.8,CAMTEL,5.0
FIN-1040-1862,25,TCD,Commerce,282600.0,23.0,0.238,376.0,0,85.1,Urbain,2023-05-22,0,905000.0,301666.6666666667,0.0,0.0,3.0,PretRapide CMR 35,microfinance,CMR,rembourse,698.0,869.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,25.0,83600.0,70700.0,69.5,MTN,64.0
FIN-1031-1699,42,CMR,Agriculture,333100.0,94.0,0.236,489.0,3,75.3,Peri-urbain,2023-05-22,0,285000.0,285000.0,0.0,0.0,1.0,ProximaCredit GAB 11,microfinance,CMR,rembourse,507.0,922.0,0.0,1.0,0.0,0.0,0.0,1.0,696.0,,,,,,
FIN-1005-1622,29,COG,Artisanat,163200.0,56.0,0.24,,2,51.2,Rural,2023-05-22,0,220000.0,220000.0,0.0,0.0,1.0,PretRapide GAB 45,microfinance,CMR,en_cours,617.0,1185.0,0.0,0.0,0.0,1.0,0.0,0.0,534.0,46.0,34400.0,17800.0,73.0,ORANGE,27.0
FIN-1023-1385,43,CMR,Agriculture,113400.0,80.0,0.381,826.0,0,,Rural,2023-05-22,0,690000.0,690000.0,0.0,0.0,1.0,PretRapide CAF 38,microfinance,CMR,rembourse,645.0,556.0,0.0,1.0,0.0,0.0,0.0,1.0,390.0,17.0,176700.0,115700.0,81.8,MTN,57.0
FIN-1041-1894,31,CMR,Artisanat,383400.0,104.0,0.295,382.0,2,75.2,Rural,2023-05-22,0,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1045-1030,54,COG,Commerce,136600.0,91.0,2.382,363.0,1,,Peri-urbain,2023-05-22,0,450000.0,450000.0,5.0,1.0,1.0,ZenithMicro CAF 23,mobile_money,GAB,restructure,573.0,1154.0,0.0,0.0,1.0,0.0,0.0,0.0,304.0,15.0,44900.0,44700.0,11.8,MTN,72.0
FIN-1027-1634,34,CMR,Artisanat,513100.0,0.0,0.286,825.0,1,27.6,Urbain,2023-05-22,0,,,,,,,,,,,,,,,,,,,4.0,54200.0,50500.0,28.9,MTN,46.0
FIN-1037-1494,63,CMR,Commerce,174500.0,85.0,0.387,673.0,1,81.1,Urbain,2023-05-22,0,880000.0,440000.0,7.0,103.0,2.0,CapSud COG 18,microfinance,CMR,defaut,561.0,882.0,2.0,0.0,0.0,0.0,1.0,0.0,123.0,10.0,29000.0,28100.0,46.8,ORANGE,26.0
FIN-1028-1843,62,CMR,Artisanat,109700.0,95.0,0.182,,4,,Peri-urbain,2023-05-22,0,2275000.0,758333.3333333334,12.0,107.0,3.0,EsperoFin GAB 36,banque,GAB,restructure,594.0,413.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,681.0,15.0,102300.0,98200.0,17.0,ORANGE,76.0
FIN-1011-1382,21,CMR,Service,735600.0,40.0,0.046,672.0,1,45.3,Urbain,2023-05-22,0,255000.0,255000.0,0.0,0.0,1.0,BarakaCredit TCD 49,microfinance,CMR,rembourse,573.0,388.0,0.0,1.0,0.0,0.0,0.0,1.0,1163.0,28.0,143000.0,101300.0,44.6,ORANGE,5.0
FIN-1045-1188,75,CMR,Commerce,440200.0,44.0,0.353,645.0,0,78.9,Rural,2023-05-22,0,2485000.0,828333.3333333334,7.0,117.0,3.0,NovaMoney CAF 29,cooperative,GAB,restructure,643.0,399.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,929.0,,,,,,
FIN-1005-1890,67,GNQ,Commerce,116800.0,69.0,0.181,380.0,1,22.8,Urbain,2023-05-22,0,780000.0,390000.0,6.0,18.0,2.0,ZenithMicro GAB 6,banque,CAF,defaut,569.0,635.0,2.0,0.0,0.0,0.0,1.0,0.0,465.0,,,,,,
FIN-1019-1054,46,CMR,Commerce,115200.0,76.0,0.057,796.0,6,32.6,Urbain,2023-05-22,0,,,,,,,,,,,,,,,,,,,17.0,87600.0,86100.0,58.0,MTN,38.0
FIN-1005-1949,50,COG,Agriculture,66100.0,20.0,2.129,559.0,5,,Urbain,2023-05-22,0,,,,,,,,,,,,,,,,,,,16.0,108900.0,67600.0,92.8,MTN,56.0
FIN-1022-1383,47,COG,Commerce,348700.0,29.0,0.16,384.0,0,21.3,Peri-urbain,2023-05-22,0,930000.0,232500.0,0.0,0.0,4.0,CreditPop GNQ 42,cooperative,CMR,rembourse,448.0,447.0,0.0,2.0,0.0,2.0,0.0,0.5,195.0,43.0,161500.0,118700.0,89.6,MTN,38.0
FIN-1046-1350,40,CMR,Artisanat,99900.0,73.0,0.228,676.0,3,90.9,Urbain,2023-05-22,1,780000.0,390000.0,0.0,0.0,2.0,ZenithMicro GNQ 28,microfinance,CMR,en_cours,442.0,789.0,0.0,1.0,0.0,1.0,0.0,0.5,290.0,50.0,166400.0,103000.0,74.3,MTN,79.0
FIN-1023-1700,61,CMR,Elevage,700100.0,60.0,0.367,361.0,1,71.5,Peri-urbain,2023-05-22,0,125000.0,125000.0,0.0,0.0,1.0,FondasFin GNQ 21,microfinance,CMR,rembourse,678.0,268.0,0.0,1.0,0.0,0.0,0.0,1.0,1173.0,38.0,18400.0,16000.0,72.9,MTN,44.0
FIN-1027-1385,52,CMR,Artisanat,992100.0,72.0,0.156,394.0,2,,Urbain,2023-05-22,0,310000.0,310000.0,0.0,0.0,1.0,FondasFin COG 6,banque,TCD,rembourse,462.0,116.0,0.0,1.0,0.0,0.0,0.0,1.0,182.0,46.0,319700.0,273400.0,79.6,MIXTE,10.0
FIN-1014-1329,43,CMR,Agriculture,128300.0,8.0,0.31,,1,39.0,Urbain,2023-05-22,0,,,,,,,,,,,,,,,,,,,37.0,61200.0,43200.0,57.4,MTN,72.0
FIN-1048-1545,31,CMR,Agriculture,371800.0,106.0,0.14,512.0,3,57.9,Peri-urbain,2023-05-23,0,185000.0,185000.0,5.0,109.0,1.0,CreditPop TCD 38,microfinance,CMR,restructure,478.0,588.0,0.0,0.0,1.0,0.0,0.0,0.0,860.0,10.0,16400.0,18100.0,37.4,ORANGE,52.0
FIN-1001-1260,21,CMR,Artisanat,54500.0,61.0,0.417,418.0,0,,Rural,2023-05-23,0,300000.0,300000.0,0.0,0.0,1.0,PretRapide TCD 41,cooperative,GAB,rembourse,471.0,730.0,0.0,1.0,0.0,0.0,0.0,1.0,268.0,47.0,37300.0,26900.0,64.4,MTN,30.0
FIN-1017-1895,40,TCD,Agriculture,76100.0,39.0,0.416,461.0,1,82.2,Urbain,2023-05-23,0,,,,,,,,,,,,,,,,,,,8.0,27600.0,29100.0,29.1,MTN,69.0
FIN-1002-1857,31,CMR,Agriculture,99000.0,0.0,0.457,,3,,Urbain,2023-05-23,0,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1030-1029,66,TCD,Commerce,60500.0,40.0,2.839,693.0,1,,Urbain,2023-05-23,0,180000.0,180000.0,0.0,0.0,1.0,EsperoFin GNQ 13,microfinance,CMR,rembourse,578.0,585.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,48.0,58600.0,38500.0,80.8,MIXTE,47.0
FIN-1012-1361,41,GAB,Agriculture,123400.0,70.0,0.273,454.0,0,80.6,Urbain,2023-05-23,0,370000.0,370000.0,0.0,0.0,1.0,CreditPop GNQ 43,microfinance,GNQ,rembourse,559.0,782.0,0.0,1.0,0.0,0.0,0.0,1.0,1093.0,57.0,32600.0,16700.0,90.1,MIXTE,34.0
FIN-1031-1471,70,TCD,Artisanat,213400.0,67.0,0.285,830.0,1,41.8,Peri-urbain,2023-05-23,0,50000.0,50000.0,0.0,0.0,1.0,NovaMoney CMR 20,banque,CMR,rembourse,697.0,1018.0,0.0,1.0,0.0,0.0,0.0,1.0,654.0,55.0,83900.0,57100.0,75.6,MIXTE,16.0
FIN-1031-1711,36,CMR,Commerce,95100.0,89.0,0.179,714.0,0,55.8,Rural,2023-05-23,1,835000.0,278333.3333333333,0.0,0.0,3.0,AllianceFin GNQ 27,microfinance,COG,rembourse,548.0,63.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,131.0,34.0,41200.0,31100.0,94.7,ORANGE,84.0
FIN-1035-1521,65,COG,Commerce,84000.0,80.0,0.272,819.0,0,75.1,Urbain,2023-05-23,0,2410000.0,1205000.0,9.0,99.0,2.0,BarakaCredit GNQ 5,mobile_money,COG,defaut,582.0,1051.0,1.0,0.0,1.0,0.0,0.5,0.0,463.0,,,,,,
FIN-1036-1951,53,TCD,Commerce,161300.0,56.0,0.354,582.0,1,58.8,Rural,2023-05-23,0,110000.0,110000.0,0.0,0.0,1.0,SolidaCredit CMR 14,mobile_money,CMR,rembourse,689.0,231.0,0.0,1.0,0.0,0.0,0.0,1.0,417.0,18.0,93500.0,81500.0,90.5,MTN,60.0
FIN-1041-1496,48,TCD,Commerce,104500.0,0.0,0.544,,0,,Peri-urbain,2023-05-23,0,260000.0,260000.0,0.0,0.0,1.0,ZenithMicro CMR 4,microfinance,CMR,rembourse,468.0,1056.0,0.0,1.0,0.0,0.0,0.0,1.0,725.0,31.0,172800.0,96500.0,47.4,ORANGE,61.0
FIN-1009-1425,42,CAF,Agriculture,61700.0,76.0,0.124,436.0,0,78.6,Rural,2023-05-23,0,50000.0,50000.0,0.0,0.0,1.0,EsperoFin TCD 10,mobile_money,CMR,rembourse,512.0,420.0,0.0,1.0,0.0,0.0,0.0,1.0,684.0,58.0,71600.0,57400.0,68.1,MTN,9.0
FIN-1019-1749,58,COG,Agriculture,730700.0,,0.195,729.0,1,46.5,Urbain,2023-05-23,0,100000.0,100000.0,0.0,0.0,1.0,CreditPop GNQ 43,microfinance,GNQ,rembourse,559.0,782.0,0.0,1.0,0.0,0.0,0.0,1.0,634.0,43.0,53100.0,39700.0,62.6,ORANGE,24.0
FIN-1044-1750,58,GAB,Artisanat,74300.0,6.0,0.048,837.0,1,41.0,Urbain,2023-05-23,0,2915000.0,1457500.0,11.0,97.0,2.0,NovaMoney GNQ 12,banque,CMR,defaut,594.0,412.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,9.0,26500.0,22700.0,4.6,MTN,48.0
FIN-1027-1761,38,CMR,Service,75500.0,61.0,0.266,712.0,0,,Peri-urbain,2023-05-23,0,140000.0,70000.0,0.0,0.0,2.0,MicroFin GAB 46,mobile_money,CMR,en_cours,661.0,528.0,0.0,1.0,0.0,1.0,0.0,0.5,610.0,,,,,,
FIN-1002-1846,73,CMR,Agriculture,,0.0,0.058,425.0,2,83.7,Urbain,2023-05-23,0,1040000.0,1040000.0,0.0,0.0,1.0,NovaMoney GAB 47,mobile_money,CMR,rembourse,652.0,568.0,0.0,1.0,0.0,0.0,0.0,1.0,282.0,,,,,,
FIN-1023-1029,48,CMR,Agriculture,162500.0,55.0,0.407,466.0,3,75.1,Peri-urbain,2023-05-23,0,205000.0,102500.0,0.0,0.0,2.0,ZenithMicro COG 18,microfinance,CAF,rembourse,524.0,474.0,0.0,1.0,0.0,1.0,0.0,0.5,732.0,30.0,76100.0,66100.0,48.1,MIXTE,35.0
FIN-1017-1519,41,CAF,Commerce,30600.0,41.0,0.106,351.0,3,79.1,Peri-urbain,2023-05-23,1,2275000.0,1137500.0,0.0,0.0,2.0,EsperoFin GAB 45,cooperative,CMR,rembourse,554.0,927.0,0.0,2.0,0.0,0.0,0.0,1.0,699.0,15.0,215200.0,139700.0,84.7,MTN,29.0
FIN-1039-1142,25,CAF,Commerce,107800.0,52.0,0.415,772.0,1,39.4,Rural,2023-05-23,0,1320000.0,330000.0,21.0,105.0,4.0,BarakaCredit TCD 48,microfinance,CMR,defaut,606.0,508.0,4.0,0.0,0.0,0.0,1.0,0.0,746.0,11.0,37800.0,38800.0,14.3,MTN,22.0
FIN-1045-1296,45,COG,Agriculture,30000.0,78.0,0.235,346.0,1,43.1,Urbain,2023-05-23,0,390000.0,195000.0,0.0,0.0,2.0,SolidaCredit CMR 14,mobile_money,CMR,rembourse,689.0,231.0,0.0,2.0,0.0,0.0,0.0,1.0,68.0,25.0,221800.0,164500.0,92.1,ORANGE,60.0
FIN-1014-1097,75,CMR,Commerce,179900.0,82.0,0.53,,1,,Peri-urbain,2023-05-23,0,995000.0,995000.0,0.0,0.0,1.0,EsperoFin GAB 25,microfinance,CMR,rembourse,600.0,1036.0,0.0,1.0,0.0,0.0,0.0,1.0,1008.0,,,,,,
FIN-1012-1196,60,CMR,Service,194500.0,23.0,0.151,691.0,3,62.6,Urbain,2023-05-23,0,290000.0,145000.0,0.0,0.0,2.0,SolidaCredit CAF 9,cooperative,CMR,en_cours,611.0,318.0,0.0,0.0,0.0,2.0,0.0,0.0,884.0,15.0,35900.0,18800.0,55.3,MTN,63.0
FIN-1025-1443,55,CMR,Agriculture,190100.0,52.0,0.023,,2,58.0,Rural,2023-05-23,0,1875000.0,468750.0,0.0,0.0,4.0,MicroFin CMR 46,microfinance,CMR,en_cours,628.0,255.0,0.0,3.0,0.0,1.0,0.0,0.75,229.0,,,,,,
FIN-1049-1459,38,GNQ,Commerce,,47.0,0.037,763.0,1,67.3,Urbain,2023-05-23,0,255000.0,127500.0,0.0,0.0,2.0,AfriFin GNQ 15,mobile_money,CMR,en_cours,491.0,1051.0,0.0,1.0,0.0,1.0,0.0,0.5,287.0,,,,,,
FIN-1034-1763,54,GAB,Agriculture,30000.0,18.0,0.288,531.0,0,61.5,Urbain,2023-05-23,0,2490000.0,830000.0,0.0,0.0,3.0,MicroFin GNQ 5,microfinance,CMR,rembourse,485.0,615.0,0.0,3.0,0.0,0.0,0.0,1.0,61.0,,,,,,
FIN-1024-1860,62,COG,Artisanat,731800.0,0.0,0.237,715.0,2,57.6,Rural,2023-05-23,0,1760000.0,880000.0,0.0,0.0,2.0,AllianceFin TCD 26,mobile_money,TCD,rembourse,456.0,931.0,0.0,1.0,0.0,1.0,0.0,0.5,1045.0,28.0,38900.0,28900.0,40.5,ORANGE,33.0
FIN-1024-1598,19,CMR,Commerce,114600.0,38.0,0.604,,1,,Urbain,2023-05-23,0,,,,,,,,,,,,,,,,,,,23.0,135800.0,93700.0,69.4,MTN,48.0
FIN-1044-1116,64,CMR,Artisanat,132700.0,12.0,0.138,840.0,2,61.0,Peri-urbain,2023-05-23,0,170000.0,170000.0,0.0,0.0,1.0,KamoFin CAF 48,microfinance,CMR,rembourse,454.0,47.0,0.0,1.0,0.0,0.0,0.0,1.0,661.0,20.0,32200.0,19700.0,84.5,MTN,39.0
FIN-1035-1779,60,CMR,Agriculture,1084700.0,71.0,0.15,601.0,2,78.4,Urbain,2023-05-23,0,835000.0,278333.3333333333,0.0,0.0,3.0,ZenithMicro CMR 22,banque,GAB,rembourse,489.0,442.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,28.0,35900.0,27600.0,88.4,ORANGE,71.0
FIN-1017-1801,53,CAF,Agriculture,133100.0,44.0,0.379,783.0,2,23.3,Rural,2023-05-23,0,405000.0,202500.0,0.0,0.0,2.0,CapSud GAB 19,cooperative,CMR,en_cours,718.0,230.0,0.0,0.0,0.0,2.0,0.0,0.0,758.0,11.0,265900.0,169700.0,68.3,ORANGE,62.0
FIN-1019-1177,43,CMR,Commerce,571800.0,77.0,0.145,542.0,1,,Urbain,2023-05-23,0,625000.0,208333.3333333333,0.0,0.0,3.0,NovaMoney COG 35,banque,TCD,rembourse,701.0,790.0,0.0,3.0,0.0,0.0,0.0,1.0,360.0,,,,,,
FIN-1032-1274,31,COG,Service,57900.0,117.0,0.365,442.0,0,52.9,Rural,2023-05-23,0,,,,,,,,,,,,,,,,,,,49.0,48600.0,30300.0,63.2,MTN,24.0
FIN-1019-1948,25,CMR,Commerce,62100.0,102.0,0.549,848.0,0,61.7,Urbain,2023-05-23,0,1795000.0,897500.0,0.0,0.0,2.0,FondasFin CAF 12,microfinance,CMR,en_cours,677.0,1181.0,0.0,1.0,0.0,1.0,0.0,0.5,43.0,,,,,,
FIN-1049-1391,53,GNQ,Service,112800.0,48.0,2.894,710.0,0,84.0,Rural,2023-05-23,0,885000.0,295000.0,12.0,110.0,3.0,BarakaCredit CAF 10,banque,COG,defaut,635.0,1067.0,3.0,0.0,0.0,0.0,1.0,0.0,16.0,,,,,,
FIN-1000-1504,35,GAB,Agriculture,82600.0,13.0,0.441,535.0,2,77.7,Urbain,2023-05-23,0,4430000.0,2215000.0,0.0,0.0,2.0,SolidaCredit CAF 9,cooperative,CMR,rembourse,611.0,318.0,0.0,2.0,0.0,0.0,0.0,1.0,554.0,,,,,,
FIN-1011-1236,41,CMR,Agriculture,126100.0,7.0,0.053,788.0,0,70.5,Urbain,2023-05-23,1,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1044-1083,18,TCD,Commerce,53000.0,102.0,0.237,456.0,2,,Urbain,2023-05-23,1,540000.0,180000.0,0.0,0.0,3.0,KamoFin GAB 24,microfinance,GAB,rembourse,715.0,492.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,490.0,,,,,,
FIN-1020-1610,65,GAB,Artisanat,294500.0,32.0,1.332,767.0,1,82.4,Peri-urbain,2023-05-23,1,225000.0,225000.0,0.0,0.0,1.0,AllianceFin COG 41,cooperative,CMR,en_cours,622.0,467.0,0.0,0.0,0.0,1.0,0.0,0.0,441.0,41.0,101100.0,59800.0,71.1,ORANGE,62.0
FIN-1006-1711,43,CAF,Agriculture,271400.0,87.0,0.222,686.0,1,54.3,Rural,2023-05-23,0,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1047-1568,27,COG,Service,166400.0,89.0,0.269,591.0,1,,Urbain,2023-05-23,0,870000.0,290000.0,0.0,0.0,3.0,FondasFin TCD 22,banque,TCD,rembourse,440.0,502.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,422.0,34.0,39000.0,28800.0,55.5,MTN,64.0
FIN-1002-1984,21,CMR,Artisanat,124800.0,31.0,0.288,323.0,1,63.7,Urbain,2023-05-23,1,525000.0,175000.0,8.0,119.0,3.0,PretRapide CMR 39,mobile_money,GAB,defaut,557.0,647.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,292.0,,,,,,
FIN-1047-1370,62,CMR,Commerce,370500.0,110.0,0.232,,0,48.1,Rural,2023-05-24,1,,,,,,,,,,,,,,,,,,,24.0,45700.0,30300.0,60.1,MTN,74.0
FIN-1016-1088,24,COG,Artisanat,,64.0,0.053,649.0,0,,Urbain,2023-05-24,0,55000.0,55000.0,0.0,0.0,1.0,NovaMoney GNQ 5,microfinance,COG,rembourse,487.0,1058.0,0.0,1.0,0.0,0.0,0.0,1.0,1133.0,47.0,352900.0,181500.0,52.8,ORANGE,52.0
FIN-1003-1716,75,COG,Agriculture,532700.0,0.0,0.524,576.0,1,31.5,Urbain,2023-05-24,1,,,,,,,,,,,,,,,,,,,8.0,99900.0,61400.0,78.1,ORANGE,10.0
FIN-1034-1537,50,TCD,Service,98800.0,69.0,0.189,597.0,2,,Urbain,2023-05-24,1,360000.0,180000.0,0.0,0.0,2.0,BarakaCredit GNQ 37,cooperative,CMR,rembourse,527.0,897.0,0.0,1.0,0.0,1.0,0.0,0.5,760.0,15.0,,29100.0,87.3,ORANGE,65.0
FIN-1008-1639,42,CMR,Artisanat,223400.0,113.0,0.017,850.0,1,,Urbain,2023-05-24,0,95000.0,95000.0,0.0,0.0,1.0,EsperoFin GAB 29,microfinance,COG,rembourse,445.0,126.0,0.0,1.0,0.0,0.0,0.0,1.0,93.0,29.0,166100.0,141400.0,73.7,MTN,17.0
FIN-1025-1343,55,CMR,Elevage,205500.0,53.0,0.55,849.0,0,35.5,Urbain,2023-05-24,0,,,,,,,,,,,,,,,,,,,,,,,,
FIN-1001-1053,62,CMR,Agriculture,443100.0,84.0,0.174,318.0,2,89.3,Urbain,2023-05-24,0,345000.0,115000.0,0.0,0.0,3.0,PretRapide CAF 38,microfinance,CMR,rembourse,645.0,556.0,0.0,3.0,0.0,0.0,0.0,1.0,82.0,,,,,,
FIN-1043-1080,43,CMR,Elevage,146400.0,75.0,0.583,383.0,5,58.2,Rural,2023-05-24,0,355000.0,355000.0,0.0,0.0,1.0,SolidaCredit GAB 4,mobile_money,GAB,rembourse,479.0,650.0,0.0,1.0,0.0,0.0,0.0,1.0,1174.0,,,,,,
FIN-1013-1910,27,COG,Agriculture,35700.0,0.0,0.677,580.0,0,17.2,Peri-urbain,2023-05-24,0,1740000.0,870000.0,0.0,0.0,2.0,NovaMoney CMR 17,microfinance,CMR,en_cours,577.0,430.0,0.0,1.0,0.0,1.0,0.0,0.5,869.0,39.0,34000.0,27600.0,67.7,ORANGE,38.0
FIN-1030-1286,68,CMR,Agriculture,282600.0,0.0,0.529,348.0,1,77.6,Rural,2023-05-24,1,125000.0,125000.0,0.0,0.0,1.0,AfriFin GAB 28,banque,CMR,rembourse,648.0,425.0,0.0,1.0,0.0,0.0,0.0,1.0,227.0,51.0,64500.0,34200.0,68.4,CAMTEL,55.0
FIN-1032-1952,25,COG,Agriculture,757000.0,104.0,0.215,427.0,3,58.2,Urbain,2023-05-24,0,,,,,,,,,,,,,,,,,,,56.0,32700.0,16700.0,83.4,MIXTE,18.0
FIN-1003-1468,40,CMR,Commerce,352300.0,113.0,0.362,,0,25.2,Urbain,2023-05-24,0,380000.0,190000.0,0.0,0.0,2.0,CapSud CAF 37,banque,CMR,rembourse,456.0,178.0,0.0,2.0,0.0,0.0,0.0,1.0,385.0,48.0,40200.0,23300.0,87.5,ORANGE,31.0
