applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,taux_defaut_historique,taux_remboursement_historique,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif,anomaly_score,is_anomaly,defaut_paiement
FIN-1031-1787,44,CMR,Commerce,56100.0,82.0,0.262,679.0,0,23.2,Rural,2024-07-18,1035000.0,258750.0,19.0,115.0,4.0,SolidaCredit GAB 18,banque,GAB,restructure,453.0,557.0,2.0,0.0,2.0,0.0,0.5,0.0,789.0,14.0,168600.0,180900.0,52.4,MTN,70.0,0,1,0,223.36442555696493,3.2245989304812834,0.0012658227848101,0.0,56100.0,0.0583419955943737,1,0
FIN-1023-1006,41,CAF,Agriculture,165000.0,0.0,0.143,597.0,0,,Rural,2023-06-20,1010000.0,168333.33333333334,25.0,116.0,6.0,FondasFin CMR 2,microfinance,CMR,restructure,715.0,215.0,3.0,0.0,3.0,0.0,0.5,0.0,603.0,8.0,37200.0,39500.0,17.7,MIXTE,81.0,0,1,0,77.99893067657729,0.2393939393939393,0.0016556291390728,0.0,165000.0,0.058229441420239225,1,0
FIN-1030-1100,57,GAB,Service,1730600.0,118.0,0.57,,0,37.5,Peri-urbain,2025-06-15,1550000.0,387500.0,10.0,101.0,4.0,ZenithMicro GAB 6,banque,CAF,restructure,569.0,635.0,2.0,0.0,2.0,0.0,0.5,0.0,63.0,,,,,,,1,1,0,,,0.015625,0.0,1730600.0,0.0582045932137889,1,0
FIN-1029-1917,40,CMR,Commerce,398300.0,83.0,0.086,818.0,0,90.4,Rural,2025-05-29,2600000.0,433333.3333333333,25.0,76.0,6.0,AllianceFin CMR 45,microfinance,GNQ,defaut,471.0,638.0,6.0,0.0,0.0,0.0,1.0,0.0,184.0,11.0,14300.0,12700.0,41.2,ORANGE,6.0,0,1,0,80.17149814107891,0.0318855134320863,0.0054054054054054,0.0,398300.0,0.05768018270068498,1,0
FIN-1017-1540,63,TCD,Elevage,153000.0,,0.545,729.0,2,55.8,Urbain,2025-08-13,910000.0,227500.0,16.0,92.0,4.0,AllianceFin COG 30,microfinance,CMR,defaut,482.0,296.0,3.0,0.0,1.0,0.0,0.75,0.0,135.0,4.0,196500.0,229000.0,,MTN,7.0,0,0,1,,1.4967320261437909,0.0073529411764705,0.0,51000.0,0.05755665073518057,1,1
FIN-1003-1850,20,CMR,Artisanat,360900.0,24.0,0.53,,2,67.2,Urbain,2025-06-15,1060000.0,212000.0,15.0,107.0,5.0,PretRapide CMR 42,microfinance,TCD,defaut,691.0,1067.0,4.0,0.0,1.0,0.0,0.8,0.0,40.0,10.0,107700.0,128200.0,41.4,ORANGE,31.0,1,0,0,143.48146637590867,0.3552230534774175,0.024390243902439,0.0,120300.0,0.05736514464517539,1,0
FIN-1026-1241,60,TCD,Artisanat,57900.0,14.0,0.254,814.0,3,72.6,Peri-urbain,2023-04-25,2870000.0,358750.0,24.0,104.0,8.0,AfriFin CMR 24,mobile_money,GAB,defaut,524.0,396.0,6.0,0.0,2.0,0.0,0.75,0.0,261.0,12.0,17600.0,20200.0,16.8,MTN,45.0,0,0,0,64.3211754610168,0.3488773747841105,0.0038167938931297,0.0,14475.0,0.05728334561321624,1,0
FIN-1013-1389,51,GNQ,Commerce,602800.0,115.0,0.321,508.0,0,56.5,Urbain,2024-09-21,1525000.0,254166.66666666663,16.0,97.0,6.0,CreditPop GNQ 38,banque,CMR,restructure,507.0,34.0,4.0,0.0,2.0,0.0,0.6666666666666666,0.0,600.0,9.0,44200.0,52400.0,44.9,MTN,14.0,0,1,0,121.59145402948924,0.0869276708692767,0.0016638935108153,0.0,602800.0,0.056752522768618974,1,0
FIN-1004-1817,75,GAB,Agriculture,149900.0,30.0,0.42,828.0,3,71.0,Urbain,2023-09-19,2085000.0,417000.0,21.0,97.0,5.0,CreditPop CMR 10,microfinance,CMR,restructure,440.0,1128.0,2.0,0.0,3.0,0.0,0.4,0.0,32.0,5.0,49300.0,45600.0,31.8,MTN,22.0,0,0,0,99.70871606654696,0.3042028018679119,0.0303030303030303,0.0,37475.0,0.056586760861031316,1,0
FIN-1045-1751,55,CMR,Commerce,87100.0,70.0,0.594,667.0,3,41.0,Peri-urbain,2025-02-14,3750000.0,937500.0,14.0,116.0,4.0,MicroFin TCD 12,banque,COG,restructure,681.0,55.0,2.0,0.0,2.0,0.0,0.5,0.0,45.0,10.0,61500.0,71800.0,24.7,MTN,51.0,0,0,0,97.59571984896124,0.8243398392652124,0.0217391304347826,0.0,21775.0,0.05619443213755937,1,0
FIN-1036-1451,22,COG,Artisanat,962500.0,16.0,0.158,755.0,0,86.4,Peri-urbain,2025-10-15,2235000.0,745000.0,12.0,106.0,3.0,EsperoFin CMR 32,banque,CMR,restructure,606.0,532.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,642.0,18.0,23700.0,26600.0,36.2,MIXTE,2.0,0,1,0,39.76976484978557,0.0276363636363636,0.0015552099533437,0.0,962500.0,0.05609232484732396,1,1
FIN-1011-1515,53,CMR,Service,133200.0,69.0,2.63,742.0,2,80.6,Urbain,2025-07-06,985000.0,246250.0,19.0,105.0,4.0,AllianceFin GAB 15,banque,CMR,restructure,653.0,1100.0,2.0,0.0,2.0,0.0,0.5,0.0,174.0,,,,,,,0,0,0,,,0.0057142857142857,1.63,44400.0,0.05592820981880309,1,0
FIN-1010-1858,45,COG,Commerce,578500.0,0.0,2.795,570.0,1,94.3,Urbain,2024-04-07,2550000.0,1275000.0,9.0,99.0,2.0,ProximaCredit GAB 11,microfinance,CMR,defaut,507.0,922.0,2.0,0.0,0.0,0.0,1.0,0.0,110.0,,,,,,,0,0,0,,,0.009009009009009,1.795,289250.0,0.055542587043519887,1,1
FIN-1021-1348,58,CMR,Service,66200.0,118.0,0.097,329.0,0,,Peri-urbain,2023-10-25,1085000.0,271250.0,19.0,90.0,4.0,NovaMoney GNQ 12,banque,CMR,restructure,594.0,412.0,3.0,0.0,1.0,0.0,0.75,0.0,7.0,8.0,34600.0,41100.0,31.2,ORANGE,40.0,0,1,0,115.8634484811744,0.620845921450151,0.125,0.0,66200.0,0.05553444748872727,1,0
FIN-1041-1240,54,CMR,Artisanat,132900.0,17.0,0.086,,1,53.2,Urbain,2022-02-07,1445000.0,361250.0,17.0,107.0,4.0,BarakaCredit COG 20,mobile_money,GNQ,defaut,628.0,1180.0,2.0,0.0,2.0,0.0,0.5,0.0,88.0,4.0,33200.0,38900.0,11.0,ORANGE,12.0,1,0,0,28.214442932076903,0.2927012791572611,0.0112359550561797,0.0,66450.0,0.05550794170886353,1,1
FIN-1022-1283,33,GAB,Agriculture,563400.0,40.0,0.218,680.0,0,20.4,Campagne,2024-07-25,980000.0,245000.0,11.0,103.0,4.0,MicroFin GAB 39,banque,CMR,restructure,627.0,1057.0,1.0,0.0,3.0,0.0,0.25,0.0,1226.0,4.0,19900.0,17100.0,9.4,MTN,66.0,0,1,0,39.52411062227508,0.0303514376996805,0.0008149959250203,0.0,563400.0,0.055178310149820775,1,0
FIN-1012-1410,59,COG,Artisanat,,106.0,1.891,305.0,0,,Rural,2025-07-24,620000.0,206666.66666666663,10.0,119.0,3.0,AllianceFin GNQ 19,banque,CMR,defaut,547.0,465.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,576.0,2.0,276600.0,239700.0,40.0,ORANGE,66.0,0,1,0,168.18770477563862,,0.0017331022530329,0.891,,0.05401963551565481,1,0
FIN-1032-1374,69,CMR,Agriculture,450500.0,9.0,0.359,,2,,Urbain,2025-06-04,1880000.0,376000.0,13.0,113.0,5.0,PretRapide GNQ 34,mobile_money,COG,restructure,658.0,212.0,4.0,0.0,1.0,0.0,0.8,0.0,222.0,19.0,33100.0,36800.0,12.9,ORANGE,76.0,1,0,0,56.03508994191253,0.0816870144284128,0.0044843049327354,0.0,150166.66666666666,0.053860588445075686,1,0
FIN-1027-1683,75,CMR,Agriculture,735100.0,2.0,0.024,427.0,2,88.7,Urbain,2025-08-16,1310000.0,436666.6666666667,17.0,106.0,3.0,MicroFin GNQ 10,microfinance,CMR,defaut,444.0,313.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,1241.0,18.0,16000.0,18400.0,7.6,ORANGE,56.0,0,0,0,30.72718963554258,0.0250306080805332,0.000805152979066,0.0,245033.3333333333,0.0538254067018884,1,1
FIN-1012-1466,32,CMR,Artisanat,397200.0,33.0,0.508,828.0,2,45.6,Peri-urbain,2024-10-22,1125000.0,375000.0,11.0,100.0,3.0,MicroFin GNQ 42,microfinance,COG,defaut,605.0,1083.0,3.0,0.0,0.0,0.0,1.0,0.0,1481.0,2.0,211800.0,239900.0,6.8,MTN,73.0,0,0,0,29.267642633788352,0.6039778449144008,0.0006747638326585,0.0,132400.0,0.053622320378105215,1,0
FIN-1026-1402,64,GAB,Artisanat,239300.0,37.0,0.243,847.0,3,,Rural,2025-12-02,2370000.0,474000.0,21.0,105.0,5.0,BarakaCredit CAF 39,banque,COG,defaut,691.0,1118.0,4.0,0.0,1.0,0.0,0.8,0.0,456.0,19.0,8100.0,7400.0,2.7,MIXTE,72.0,0,0,0,11.584240491100656,0.0309235269536147,0.0021881838074398,0.0,59825.0,0.05355129783845902,1,0
FIN-1031-1208,26,CMR,Commerce,2159100.0,0.0,2.941,676.0,0,12.1,Urbain,2024-08-31,475000.0,475000.0,1.0,3.0,1.0,MicroFin CMR 33,microfinance,GAB,defaut,511.0,134.0,1.0,0.0,0.0,0.0,1.0,0.0,1155.0,,,,,,,0,1,0,,,0.0008650519031141,1.941,2159100.0,0.05346392473204309,1,0
FIN-1033-1954,53,CMR,Commerce,197400.0,0.0,0.349,,1,57.9,Urbain,2025-12-16,2850000.0,712500.0,15.0,119.0,4.0,AfriFin CMR 41,mobile_money,GAB,defaut,692.0,1096.0,4.0,0.0,0.0,0.0,1.0,0.0,1398.0,14.0,46400.0,53100.0,43.8,ORANGE,63.0,1,0,0,182.1590790511536,0.2689969604863222,0.0007147962830593,0.0,98700.0,0.053405184987575516,1,0
FIN-1028-1169,21,CMR,Commerce,683700.0,91.0,0.099,,0,33.4,Semi-urbain,2024-04-06,1030000.0,343333.3333333333,9.0,117.0,3.0,EsperoFin CMR 32,banque,CMR,defaut,606.0,532.0,3.0,0.0,0.0,0.0,1.0,0.0,281.0,12.0,26000.0,25800.0,30.1,ORANGE,11.0,1,1,0,74.79569015861881,0.0377358490566037,0.0035460992907801,0.0,683700.0,0.05339855279479122,1,0
FIN-1045-1740,28,CMR,Agriculture,65000.0,,0.362,,0,47.2,Rural,2025-06-11,1910000.0,636666.6666666666,8.0,79.0,3.0,CapSud GNQ 22,mobile_money,CMR,restructure,613.0,367.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,861.0,4.0,113800.0,131100.0,48.3,MTN,65.0,1,1,1,202.36032403987636,2.016923076923077,0.0011600928074245,0.0,65000.0,0.05331066447863975,1,0
FIN-1046-1143,59,GAB,Service,146400.0,0.0,0.573,834.0,0,43.1,Urbain,2025-06-10,2255000.0,563750.0,19.0,29.0,4.0,ZenithMicro COG 18,microfinance,CAF,restructure,524.0,474.0,2.0,0.0,2.0,0.0,0.5,0.0,1647.0,19.0,6500.0,6000.0,26.2,MTN,35.0,0,1,0,93.88819618755008,0.040983606557377,0.0006067961165048,0.0,146400.0,0.053101971444005414,1,0
FIN-1033-1892,54,COG,Artisanat,106100.0,57.0,0.319,,0,23.0,Urbain,2025-11-25,2505000.0,626250.0,14.0,89.0,4.0,CapSud CMR 22,banque,CAF,defaut,528.0,497.0,3.0,0.0,1.0,0.0,0.75,0.0,307.0,15.0,40200.0,44100.0,9.3,MTN,65.0,1,1,0,38.96378910084576,0.41564561734213,0.0032467532467532,0.0,106100.0,0.053063008817532564,1,0
FIN-1029-1935,75,COG,Agriculture,577900.0,94.0,0.142,779.0,1,78.2,Urbain,2025-05-14,1085000.0,361666.6666666667,19.0,114.0,3.0,NovaMoney GNQ 5,microfinance,COG,restructure,487.0,1058.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,1324.0,4.0,65900.0,76900.0,6.6,MTN,25.0,0,0,0,21.50343715094178,0.1330680048451289,0.000754716981132,0.0,288950.0,0.05297850814715144,1,0
FIN-1038-1306,21,GAB,Commerce,118200.0,0.0,0.106,,0,70.2,Urbain,2025-10-21,925000.0,231250.0,12.0,110.0,4.0,NovaMoney CAF 2,banque,TCD,defaut,598.0,737.0,3.0,0.0,1.0,0.0,0.75,0.0,1296.0,5.0,28700.0,26600.0,10.5,MTN,30.0,1,1,0,36.05686564709404,0.2250423011844331,0.0007710100231303,0.0,118200.0,0.052897485384095555,1,0
FIN-1000-1355,38,GAB,Agriculture,30000.0,41.0,0.039,421.0,0,67.0,Peri-urbain,2024-05-01,1700000.0,425000.0,14.0,86.0,4.0,EsperoFin CMR 7,banque,CMR,defaut,642.0,484.0,2.0,0.0,2.0,0.0,0.5,0.0,482.0,13.0,99200.0,113600.0,42.7,ORANGE,84.0,0,1,0,189.70120865213653,3.786666666666666,0.0020703933747412,0.0,30000.0,0.05284530451507452,1,0
FIN-1009-1429,33,CAF,Elevage,268100.0,3.0,2.4,504.0,1,50.4,Campagne,2024-02-13,410000.0,136666.66666666666,13.0,113.0,3.0,KamoFin GNQ 43,microfinance,CAF,restructure,483.0,633.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,130.0,6.0,23200.0,26900.0,18.3,ORANGE,45.0,0,0,0,70.06413755575045,0.1003356956359567,0.0076335877862595,1.4,134050.0,0.05274218089410254,1,0
FIN-1027-1643,41,CAF,Commerce,172100.0,120.0,0.333,386.0,0,45.3,Rural,2025-09-08,1450000.0,362500.0,27.0,73.0,4.0,ZenithMicro GNQ 28,microfinance,CMR,defaut,442.0,789.0,1.0,0.0,3.0,0.0,0.25,0.0,181.0,15.0,162600.0,145900.0,1.5,MTN,49.0,0,1,0,5.868034508142219,0.8477629285299244,0.0054945054945054,0.0,172100.0,0.052704012887043405,1,0
FIN-1007-1545,20,CMR,Artisanat,180700.0,44.0,0.091,504.0,0,68.5,Urbain,2023-10-12,3545000.0,1772500.0,10.0,66.0,2.0,EsperoFin TCD 10,mobile_money,CMR,defaut,512.0,420.0,1.0,0.0,1.0,0.0,0.5,0.0,581.0,5.0,264000.0,307300.0,35.9,ORANGE,8.0,0,1,0,78.88036232637027,1.7006087437742117,0.0017182130584192,0.0,180700.0,0.0525290060943554,1,1
FIN-1044-1231,55,COG,Agriculture,319700.0,83.0,0.48,,1,51.3,Urbain,2024-05-19,1725000.0,345000.0,17.0,58.0,5.0,MicroFin GNQ 5,microfinance,CMR,restructure,485.0,615.0,3.0,0.0,2.0,0.0,0.6,0.0,58.0,14.0,8300.0,9900.0,22.4,ORANGE,15.0,1,0,0,62.10598737817109,0.0309665311229277,0.0169491525423728,0.0,159850.0,0.05226031293194866,1,0
FIN-1013-1951,65,RCA,Artisanat,535800.0,62.0,2.418,805.0,0,64.4,Urbain,2022-08-24,4205000.0,4205000.0,6.0,38.0,1.0,EsperoFin TCD 4,microfinance,GAB,defaut,657.0,969.0,1.0,0.0,0.0,0.0,1.0,0.0,625.0,,,,,,,0,1,0,,,0.0015974440894568,1.418,535800.0,0.05223557979047411,1,0
FIN-1019-1180,49,GAB,Commerce,90700.0,9.0,0.131,,2,85.1,Rural,2025-07-09,3345000.0,836250.0,13.0,102.0,4.0,CapSud GNQ 22,microfinance,CMR,defaut,614.0,598.0,4.0,0.0,0.0,0.0,1.0,0.0,431.0,10.0,8000.0,7800.0,9.9,ORANGE,54.0,1,0,0,39.67259853380147,0.0859977949283351,0.0023148148148148,0.0,30233.33333333333,0.052098182169098894,1,1
FIN-1018-1575,70,GAB,Agriculture,330600.0,100.0,1.602,560.0,0,87.6,Urbain,2025-10-03,2035000.0,508750.0,18.0,32.0,4.0,KamoFin GNQ 43,microfinance,CAF,restructure,483.0,633.0,1.0,0.0,3.0,0.0,0.25,0.0,541.0,19.0,16700.0,14300.0,63.8,MTN,23.0,0,1,0,202.7598343761989,0.043254688445251,0.0018450184501845,0.6020000000000001,330600.0,0.05195577605831503,1,0
FIN-1028-1375,39,CMR,Service,155000.0,55.0,,723.0,0,43.0,Urbain,2025-09-15,2545000.0,363571.4285714286,36.0,114.0,7.0,PretRapide GAB 45,microfinance,CMR,restructure,617.0,1185.0,4.0,0.0,3.0,0.0,0.5714285714285714,0.0,265.0,3.0,56100.0,,57.4,ORANGE,27.0,0,1,0,191.26853888405668,,0.0037593984962406,0.0,155000.0,0.05195079442871542,1,0
FIN-1036-1898,27,TCD,Commerce,226000.0,49.0,2.623,417.0,1,81.1,Rural,2024-07-26,2645000.0,2645000.0,3.0,94.0,1.0,FondasFin GNQ 21,microfinance,CMR,defaut,678.0,268.0,1.0,0.0,0.0,0.0,1.0,0.0,507.0,6.0,27400.0,31800.0,44.3,MTN,62.0,0,0,0,183.54086837914488,0.1407079646017699,0.0019685039370078,1.6230000000000002,113000.0,0.051729424811848834,1,0
FIN-1020-1150,21,CMR,Artisanat,261600.0,77.0,0.468,563.0,0,85.8,Peri-urbain,2023-07-17,1470000.0,490000.0,17.0,112.0,3.0,CreditPop CMR 40,banque,CMR,defaut,607.0,878.0,3.0,0.0,0.0,0.0,1.0,0.0,325.0,2.0,147200.0,173800.0,28.0,ORANGE,65.0,0,1,0,117.3103327767399,0.6643730886850153,0.0030674846625766,0.0,261600.0,0.05155440454366422,1,0
