applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif
FIN-1000-1100,29,TCD,Agriculture,224500.0,115.0,0.277,,2,80.6,Rural,2022-12-04,0,,,,,,,,,,,,,,,,,49.0,45200.0,24600.0,75.1,ORANGE,71.0,1,0,0,321.1776255381057,0.10957683741648107,,0.0,74833.33333333333
FIN-1027-1936,42,CMR,Artisanat,124800.0,9.0,2.318,,2,72.6,Peri-urbain,2022-12-05,1,1170000.0,390000.0,0.0,0.0,3.0,NovaMoney GNQ 12,banque,CMR,rembourse,594.0,412.0,0.0,2.0,0.0,1.0,40.0,34.0,24900.0,16300.0,78.3,ORANGE,44.0,1,0,0,298.06167294901604,0.13060897435897437,0.024390243902439025,1.318,41600.0
FIN-1038-1675,34,CMR,Commerce,65000.0,0.0,0.071,,1,65.4,Urbain,2022-12-05,0,640000.0,640000.0,0.0,0.0,1.0,PretRapide GAB 33,cooperative,CMR,rembourse,523.0,61.0,0.0,1.0,0.0,0.0,18.0,,,,,,,1,0,0,,,0.05263157894736842,0.0,32500.0
FIN-1015-1292,29,COG,Commerce,,98.0,0.091,647.0,0,27.6,Rural,2022-12-05,0,60000.0,60000.0,1.0,60.0,1.0,PretRapide GNQ 34,mobile_money,COG,defaut,658.0,212.0,1.0,0.0,0.0,0.0,102.0,16.0,72200.0,71900.0,42.1,ORANGE,42.0,0,1,0,158.34652487069897,,0.009708737864077669,0.0,
FIN-1030-1324,72,CMR,Agriculture,143100.0,22.0,0.137,721.0,2,,Peri-urbain,2022-12-05,0,,,,,,,,,,,,,,,,,52.0,172700.0,145000.0,89.3,ORANGE,66.0,0,0,0,375.47905091161323,1.013277428371768,,0.0,47700.0
FIN-1041-1374,36,CMR,Agriculture,189800.0,26.0,0.468,434.0,1,,Urbain,2022-12-05,0,,,,,,,,,,,,,,,,,28.0,45300.0,25800.0,86.0,ORANGE,4.0,0,0,0,138.41166046933262,0.13593256059009484,,0.0,94900.0
FIN-1016-1582,44,CMR,Commerce,98500.0,50.0,0.411,489.0,0,65.2,Rural,2022-12-05,0,145000.0,145000.0,0.0,0.0,1.0,CapSud GNQ 23,microfinance,COG,rembourse,532.0,348.0,0.0,1.0,0.0,0.0,375.0,33.0,56100.0,48600.0,60.1,ORANGE,41.0,0,1,0,224.63394405883045,0.4934010152284264,0.0026595744680851063,0.0,98500.0
FIN-1048-1398,70,CMR,Artisanat,418200.0,0.0,0.156,477.0,3,53.2,Urbain,2022-12-05,0,1450000.0,725000.0,12.0,46.0,2.0,AllianceFin GAB 7,microfinance,CAF,defaut,675.0,827.0,1.0,0.0,1.0,0.0,744.0,11.0,32700.0,29700.0,33.6,ORANGE,36.0,0,0,0,121.32684186484595,0.07101865136298421,0.0013422818791946308,0.0,104550.0
FIN-1021-1332,59,GNQ,Commerce,104300.0,56.0,0.308,434.0,2,,Urbain,2022-12-05,0,280000.0,280000.0,0.0,0.0,1.0,AllianceFin CMR 45,microfinance,GNQ,rembourse,471.0,638.0,0.0,1.0,0.0,0.0,505.0,35.0,104000.0,55200.0,54.0,ORANGE,80.0,0,0,0,237.30025435231173,0.5292425695110259,0.001976284584980237,0.0,34766.666666666664
FIN-1018-1531,44,TCD,Service,194600.0,117.0,2.126,563.0,2,,Urbain,2022-12-05,0,2970000.0,990000.0,0.0,0.0,3.0,CreditPop CMR 25,microfinance,CAF,rembourse,556.0,407.0,0.0,3.0,0.0,0.0,32.0,,,,,,,0,0,0,,,0.030303030303030304,1.126,64866.666666666664
FIN-1004-1713,56,TCD,Commerce,157900.0,85.0,0.447,,1,25.8,Rural,2022-12-05,0,385000.0,385000.0,0.0,0.0,1.0,SolidaCredit GAB 4,mobile_money,GAB,rembourse,479.0,650.0,0.0,1.0,0.0,0.0,292.0,54.0,167000.0,144400.0,93.1,MIXTE,39.0,1,0,0,343.43467717800746,0.9145028499050032,0.0034129692832764505,0.0,78950.0
FIN-1022-1156,22,CMR,Commerce,66400.0,0.0,0.487,716.0,0,,Rural,2022-12-05,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,66400.0
FIN-1019-1915,61,CAF,Commerce,40900.0,64.0,0.331,648.0,2,91.4,Urbain,2022-12-05,1,,,,,,,,,,,,,,,,,53.0,43800.0,35000.0,86.9,ORANGE,48.0,0,0,0,338.19918390581347,0.8557457212713936,,0.0,13633.333333333334
FIN-1045-1021,31,TCD,Commerce,259800.0,23.0,0.062,727.0,0,,Rural,2022-12-05,0,200000.0,200000.0,0.0,0.0,1.0,EsperoFin COG 16,banque,CAF,en_cours,440.0,571.0,0.0,0.0,0.0,1.0,485.0,56.0,89800.0,59700.0,79.4,ORANGE,12.0,0,1,0,203.65697898244602,0.22979214780600463,0.00205761316872428,0.0,259800.0
FIN-1036-1986,26,CMR,Service,230000.0,68.0,0.198,,1,73.9,Urbain,2022-12-05,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,115000.0
FIN-1004-1939,49,CMR,Artisanat,124900.0,59.0,0.22,696.0,1,,Urbain,2022-12-05,0,,,,,,,,,,,,,,,,,43.0,66400.0,56900.0,87.0,MTN,11.0,0,0,0,216.18687853155603,0.455564451561249,,0.0,62450.0
FIN-1025-1944,74,COG,Service,943200.0,92.0,0.162,793.0,2,50.2,Rural,2022-12-05,1,,,,,,,,,,,,,,,,,53.0,143200.0,103500.0,57.3,ORANGE,4.0,0,0,0,92.22079238247395,0.10973282442748092,,0.0,314400.0
FIN-1018-1893,23,CMR,Artisanat,166900.0,60.0,0.066,784.0,0,58.7,Rural,2022-12-05,0,905000.0,452500.0,0.0,0.0,2.0,NovaMoney GNQ 46,microfinance,CMR,rembourse,594.0,55.0,0.0,1.0,0.0,1.0,161.0,34.0,179600.0,126700.0,78.6,MTN,30.0,0,1,0,269.9113942725325,0.7591372079089275,0.006172839506172839,0.0,166900.0
FIN-1047-1743,22,GAB,Artisanat,76400.0,43.0,0.122,,2,65.0,Rural,2022-12-05,1,,,,,,,,,,,,,,,,,53.0,114800.0,81800.0,69.1,ORANGE,10.0,1,0,0,165.6945633503674,1.0706806282722514,,0.0,25466.666666666668
FIN-1027-1906,27,TCD,Agriculture,92600.0,24.0,0.249,464.0,4,48.4,Peri-urbain,2022-12-05,1,585000.0,195000.0,0.0,0.0,3.0,CapSud CAF 40,microfinance,CAF,rembourse,577.0,465.0,0.0,2.0,0.0,1.0,136.0,47.0,121000.0,67800.0,42.9,MTN,29.0,0,0,0,145.91136767330647,0.7321814254859611,0.0072992700729927005,0.0,18520.0
FIN-1010-1322,21,CMR,Agriculture,174800.0,69.0,0.149,425.0,2,55.7,Urbain,2022-12-05,0,700000.0,350000.0,0.0,0.0,2.0,EsperoFin CMR 7,banque,CMR,rembourse,642.0,484.0,0.0,2.0,0.0,0.0,687.0,,,,,,,0,0,0,,,0.0014534883720930232,0.0,58266.666666666664
FIN-1023-1508,49,CMR,Agriculture,85100.0,13.0,0.097,527.0,2,80.9,Urbain,2022-12-05,0,,,,,,,,,,,,,,,,,49.0,42800.0,33400.0,86.0,MTN,14.0,0,0,0,232.89231729479008,0.39247943595769685,,0.0,28366.666666666668
FIN-1020-1053,44,CMR,Commerce,548000.0,0.0,0.174,720.0,3,94.9,Peri-urbain,2022-12-05,0,835000.0,278333.3333333333,0.0,0.0,3.0,FondasFin CMR 39,banque,CMR,rembourse,511.0,1105.0,0.0,3.0,0.0,0.0,436.0,,,,,,,0,0,0,,,0.002288329519450801,0.0,137000.0
FIN-1001-1717,26,GAB,Commerce,261800.0,51.0,0.036,677.0,1,,Peri-urbain,2022-12-05,0,1785000.0,892500.0,0.0,0.0,2.0,AllianceFin CMR 21,microfinance,TCD,en_cours,640.0,1165.0,0.0,0.0,0.0,2.0,750.0,52.0,98700.0,85500.0,86.0,MTN,18.0,0,0,0,253.22175220831386,0.326585179526356,0.0013315579227696406,0.0,130900.0
FIN-1035-1736,62,CMR,Commerce,367300.0,22.0,0.473,624.0,1,69.1,Peri-urbain,2022-12-05,0,1780000.0,593333.3333333334,13.0,83.0,3.0,CapSud CAF 40,banque,GAB,defaut,567.0,747.0,2.0,0.0,1.0,0.0,419.0,16.0,23900.0,25700.0,20.2,MTN,66.0,0,0,0,84.9347909116975,0.06997005172883201,0.002380952380952381,0.0,183650.0
FIN-1035-1004,45,CMR,Artisanat,540000.0,85.0,2.471,,2,80.7,Rural,2022-12-05,0,185000.0,185000.0,0.0,0.0,1.0,MicroFin CMR 13,banque,GAB,rembourse,506.0,92.0,0.0,1.0,0.0,0.0,56.0,27.0,158900.0,94500.0,74.0,ORANGE,19.0,1,0,0,221.68418824299533,0.175,0.017543859649122806,1.471,180000.0
FIN-1036-1205,41,CMR,Commerce,221500.0,30.0,0.167,322.0,0,,Rural,2022-12-06,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,221500.0
FIN-1035-1023,50,CMR,Agriculture,41400.0,97.0,0.535,835.0,0,85.3,Rural,2022-12-06,0,,,,,,,,,,,,,,,,,36.0,71500.0,48700.0,62.4,MTN,21.0,0,1,0,192.88104908955893,1.1763285024154588,,0.0,41400.0
FIN-1017-1590,56,COG,Commerce,,16.0,1.834,,1,75.9,Rural,2022-12-06,1,300000.0,300000.0,0.0,0.0,1.0,ProximaCredit GNQ 38,mobile_money,CMR,en_cours,583.0,895.0,0.0,0.0,0.0,1.0,217.0,,,,,,,1,0,0,,,0.0045871559633027525,0.8340000000000001,
FIN-1026-1611,38,CAF,Agriculture,96700.0,0.0,0.583,737.0,6,,Rural,2022-12-06,0,1405000.0,702500.0,0.0,0.0,2.0,MicroFin CMR 28,banque,TCD,rembourse,492.0,604.0,0.0,2.0,0.0,0.0,2.0,32.0,54500.0,46900.0,98.7,MTN,53.0,0,0,0,393.7127253958939,0.48500517063081694,0.3333333333333333,0.0,13814.285714285714
FIN-1032-1887,39,CMR,Agriculture,58900.0,55.0,0.545,588.0,0,59.4,Urbain,2022-12-06,0,,,,,,,,,,,,,,,,,34.0,33500.0,21400.0,77.8,MTN,32.0,0,1,0,272.02828828209215,0.3633276740237691,,0.0,58900.0
FIN-1016-1471,28,CAF,Agriculture,84900.0,9.0,0.197,846.0,1,,Urbain,2022-12-06,0,,,,,,,,,,,,,,,,,55.0,217100.0,184600.0,,MIXTE,5.0,0,0,0,,2.1743227326266195,,0.0,42450.0
FIN-1006-1894,41,CMR,Commerce,234200.0,7.0,0.096,551.0,0,58.8,Urbain,2022-12-06,0,190000.0,190000.0,2.0,63.0,1.0,PretRapide CMR 7,banque,GAB,defaut,562.0,196.0,1.0,0.0,0.0,0.0,450.0,14.0,51300.0,61200.0,40.9,CAMTEL,14.0,0,1,0,110.75925322508039,0.26131511528608026,0.0022172949002217295,0.0,234200.0
FIN-1025-1986,63,GAB,Commerce,223700.0,111.0,0.28,536.0,1,78.2,Peri-urbain,2022-12-06,0,,,,,,,,,,,,,,,,,56.0,10400.0,5200.0,77.9,MTN,16.0,0,0,0,220.70731950197924,0.0232454179704962,,0.0,111850.0
FIN-1037-1866,32,CMR,Commerce,702100.0,96.0,0.2,409.0,4,74.4,Urbain,2022-12-06,1,510000.0,255000.0,0.0,0.0,2.0,NovaMoney GAB 47,mobile_money,CMR,en_cours,652.0,568.0,0.0,0.0,0.0,2.0,953.0,,,,,,,0,0,0,,,0.0010482180293501049,0.0,140420.0
FIN-1023-1627,72,CMR,Agriculture,117500.0,25.0,0.03,405.0,1,66.2,Rural,2022-12-06,0,1075000.0,537500.0,0.0,0.0,2.0,BarakaCredit COG 28,cooperative,CMR,rembourse,597.0,885.0,0.0,1.0,0.0,1.0,504.0,42.0,41700.0,23100.0,77.3,CAMTEL,64.0,0,0,0,322.6801359629327,0.19659574468085106,0.0019801980198019802,0.0,58750.0
FIN-1017-1423,36,CMR,Artisanat,59300.0,62.0,0.391,550.0,0,56.4,Peri-urbain,2022-12-06,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,59300.0
FIN-1039-1889,62,CMR,Agriculture,211400.0,0.0,0.368,392.0,2,53.7,Campagne,2022-12-06,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,70466.66666666667
FIN-1037-1054,63,CMR,Commerce,126800.0,63.0,0.016,,2,73.5,Urbain,2022-12-06,0,60000.0,60000.0,1.0,30.0,1.0,NovaMoney GAB 6,microfinance,CMR,defaut,684.0,674.0,1.0,0.0,0.0,0.0,134.0,,,,,,,1,0,0,,,0.007407407407407408,0.0,42266.666666666664
FIN-1015-1415,55,CMR,Commerce,69700.0,46.0,0.049,643.0,1,44.7,Peri-urbain,2022-12-06,1,,,,,,,,,,,,,,,,,55.0,37100.0,27300.0,49.3,MTN,37.0,0,0,0,179.3329976745108,0.3916786226685796,,0.0,34850.0
FIN-1018-1769,45,TCD,Service,1125600.0,31.0,,850.0,3,50.4,Rural,2022-12-06,0,,,,,,,,,,,,,,,,,18.0,93000.0,50500.0,75.9,MTN,47.0,0,0,0,293.8241567279089,0.04486496090973703,,0.0,281400.0
FIN-1041-1226,74,CMR,Commerce,102400.0,86.0,,820.0,2,70.5,Urbain,2022-12-06,0,325000.0,162500.0,0.0,0.0,2.0,AfriFin COG 37,microfinance,GAB,en_cours,513.0,23.0,0.0,1.0,0.0,1.0,212.0,17.0,262900.0,186200.0,72.9,MTN,20.0,0,0,0,221.94568571003757,1.818359375,0.004694835680751174,0.0,34133.333333333336
FIN-1001-1598,62,CAF,Service,120300.0,90.0,0.214,638.0,1,,Urbain,2022-12-06,0,,,,,,,,,,,,,,,,,14.0,12800.0,13900.0,48.4,MTN,69.0,0,0,0,205.62716971518898,0.11554447215295095,,0.0,60150.0
FIN-1045-1440,30,GAB,Agriculture,41400.0,119.0,0.053,307.0,3,61.4,Peri-urbain,2022-12-06,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,10350.0
FIN-1002-1722,66,CMR,Commerce,453900.0,95.0,0.447,549.0,3,76.7,Rural,2022-12-06,0,210000.0,210000.0,0.0,0.0,1.0,CapSud CAF 10,microfinance,CMR,en_cours,451.0,1086.0,0.0,0.0,0.0,1.0,904.0,53.0,73200.0,53500.0,37.1,MTN,66.0,0,0,0,155.99409617940483,0.11786737166776823,0.0011049723756906078,0.0,113475.0
FIN-1031-1999,43,GAB,Commerce,140100.0,38.0,0.298,536.0,0,,Peri-urbain,2022-12-06,0,,,,,,,,,,,,,,,,,27.0,74000.0,54300.0,23.4,MTN,5.0,0,1,0,41.927171579936484,0.3875802997858672,,0.0,140100.0
FIN-1004-1519,69,CMR,Elevage,168400.0,0.0,0.361,594.0,0,25.9,Urbain,2022-12-06,0,,,,,,,,,,,,,,,,,4.0,31400.0,37600.0,8.6,ORANGE,76.0,0,1,0,37.35672662794168,0.22327790973871733,,0.0,168400.0
FIN-1000-1775,64,CAF,Service,180100.0,118.0,1.115,661.0,2,59.7,Rural,2022-12-06,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.11499999999999999,60033.333333333336
FIN-1036-1954,57,GAB,Artisanat,312100.0,118.0,0.232,694.0,0,82.4,Urbain,2022-12-06,0,50000.0,50000.0,0.0,0.0,1.0,ZenithMicro COG 18,microfinance,CAF,rembourse,524.0,474.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0,1,0,,,0.5,0.0,312100.0
FIN-1038-1846,39,GNQ,Commerce,373400.0,65.0,0.345,,1,,Rural,2022-12-06,0,565000.0,282500.0,0.0,0.0,2.0,NovaMoney GNQ 12,banque,CMR,rembourse,594.0,412.0,0.0,2.0,0.0,0.0,444.0,16.0,38200.0,21500.0,45.0,MIXTE,49.0,1,0,0,176.04103524426657,0.057579003749330476,0.0022471910112359553,0.0,186700.0
FIN-1040-1063,59,CMR,Commerce,141000.0,53.0,0.259,701.0,1,52.2,Peri-urbain,2022-12-06,0,1190000.0,1190000.0,0.0,0.0,1.0,PretRapide CAF 23,mobile_money,GNQ,rembourse,474.0,748.0,0.0,1.0,0.0,0.0,947.0,,,,,,,0,0,0,,,0.0010548523206751054,0.0,70500.0
FIN-1047-1830,22,TCD,Agriculture,247900.0,77.0,0.084,765.0,1,,Urbain,2022-12-06,0,355000.0,355000.0,6.0,73.0,1.0,CapSud GNQ 22,microfinance,CMR,defaut,614.0,598.0,1.0,0.0,0.0,0.0,309.0,10.0,10900.0,9900.0,15.0,ORANGE,63.0,0,0,0,62.383246250395075,0.03993545784590561,0.0032258064516129032,0.0,123950.0
FIN-1041-1436,59,CAF,Commerce,458100.0,21.0,0.512,561.0,2,,Urbain,2022-12-06,0,265000.0,265000.0,0.0,0.0,1.0,ZenithMicro CAF 23,mobile_money,GAB,rembourse,573.0,1154.0,0.0,1.0,0.0,0.0,275.0,,,,,,,0,0,0,,,0.0036231884057971015,0.0,152700.0
FIN-1044-1354,23,CMR,Commerce,483000.0,0.0,0.193,358.0,1,18.7,Peri-urbain,2022-12-07,0,790000.0,790000.0,7.0,51.0,1.0,ProximaCredit GNQ 41,banque,CMR,restructure,578.0,744.0,0.0,0.0,1.0,0.0,70.0,6.0,106900.0,97700.0,3.8,CAMTEL,75.0,0,0,0,16.456786693088056,0.20227743271221532,0.014084507042253521,0.0,241500.0
FIN-1028-1502,74,COG,Commerce,150500.0,9.0,0.211,626.0,0,,Peri-urbain,2022-12-07,0,,,,,,,,,,,,,,,,,24.0,71000.0,46300.0,79.4,MTN,61.0,0,1,0,327.6944701725803,0.30764119601328904,,0.0,150500.0
FIN-1045-1717,28,COG,Agriculture,186800.0,56.0,0.245,670.0,2,,Rural,2022-12-07,0,,,,,,,,,,,,,,,,,48.0,23200.0,19500.0,71.0,MTN,36.0,0,0,0,256.37517179773994,0.10438972162740899,,0.0,62266.666666666664
FIN-1041-1209,56,CMR,Artisanat,45000.0,,0.37,573.0,1,49.7,Rural,2022-12-07,0,,,,,,,,,,,,,,,,,40.0,130800.0,107500.0,70.5,ORANGE,82.0,0,0,1,311.52826284966017,2.388888888888889,,0.0,22500.0
FIN-1000-1967,29,CMR,Elevage,195900.0,100.0,0.221,841.0,1,24.6,Rural,2022-12-07,0,150000.0,75000.0,0.0,0.0,2.0,AfriFin COG 4,microfinance,COG,rembourse,698.0,799.0,0.0,2.0,0.0,0.0,326.0,,,,,,,0,0,0,,,0.0030581039755351682,0.0,97950.0
FIN-1044-1777,46,TCD,Agriculture,686400.0,27.0,0.127,671.0,2,75.2,Urbain,2022-12-07,0,680000.0,680000.0,2.0,50.0,1.0,PretRapide GNQ 7,cooperative,COG,defaut,514.0,651.0,1.0,0.0,0.0,0.0,123.0,19.0,22000.0,24700.0,26.0,MTN,10.0,0,0,0,62.34527709275764,0.03598484848484849,0.008064516129032258,0.0,228800.0
FIN-1048-1501,58,CMR,Commerce,638400.0,30.0,0.368,793.0,1,,Urbain,2022-12-07,0,610000.0,305000.0,0.0,0.0,2.0,BarakaCredit TCD 5,cooperative,COG,rembourse,522.0,175.0,0.0,2.0,0.0,0.0,201.0,43.0,52400.0,35000.0,,ORANGE,34.0,0,0,0,,0.05482456140350877,0.0049504950495049506,0.0,319200.0
FIN-1003-1896,35,CMR,Commerce,51600.0,96.0,0.539,813.0,2,92.7,Urbain,2022-12-07,0,770000.0,385000.0,0.0,0.0,2.0,FondasFin COG 18,microfinance,CMR,en_cours,454.0,845.0,0.0,1.0,0.0,1.0,214.0,48.0,123300.0,89200.0,23.0,ORANGE,76.0,0,0,0,99.90752470263473,1.7286821705426356,0.004651162790697674,0.0,17200.0
FIN-1030-1331,19,CMR,Artisanat,300300.0,56.0,0.683,524.0,0,76.4,Peri-urbain,2022-12-07,0,,,,,,,,,,,,,,,,,12.0,30600.0,21400.0,71.7,MTN,21.0,0,1,0,221.62774390579128,0.07126207126207126,,0.0,300300.0
FIN-1049-1093,58,COG,Commerce,47700.0,0.0,0.234,532.0,2,,Rural,2022-12-07,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,15900.0
FIN-1006-1577,35,COG,Artisanat,,0.0,0.187,,2,93.8,Peri-urbain,2022-12-07,0,1875000.0,625000.0,0.0,0.0,3.0,ProximaCredit TCD 24,microfinance,GNQ,rembourse,482.0,326.0,0.0,3.0,0.0,0.0,224.0,,,,,,,1,0,0,,,0.0044444444444444444,0.0,
FIN-1043-1922,41,CMR,Artisanat,162800.0,0.0,0.296,393.0,0,57.8,Urbain,2022-12-07,1,,,,,,,,,,,,,,,,,34.0,64300.0,46300.0,68.1,MTN,58.0,0,1,0,277.68029992997947,0.2843980343980344,,0.0,162800.0
FIN-1034-1959,36,CMR,Commerce,284600.0,93.0,0.681,674.0,1,43.9,Urbain,2022-12-07,0,80000.0,80000.0,2.0,96.0,1.0,EsperoFin COG 12,banque,TCD,restructure,491.0,574.0,0.0,0.0,1.0,0.0,785.0,13.0,71700.0,70400.0,3.3,MTN,33.0,0,0,0,11.636989731233333,0.24736472241742796,0.001272264631043257,0.0,142300.0
FIN-1021-1558,56,COG,Agriculture,367200.0,84.0,0.285,606.0,1,,Urbain,2022-12-07,0,,,,,,,,,,,,,,,,,37.0,17200.0,13800.0,58.8,ORANGE,67.0,0,0,0,248.10705306435509,0.03758169934640523,,0.0,183600.0
FIN-1019-1649,50,CMR,Agriculture,275900.0,0.0,0.21,372.0,3,61.9,Peri-urbain,2022-12-07,0,230000.0,115000.0,0.0,0.0,2.0,PretRapide CAF 38,microfinance,CMR,rembourse,645.0,556.0,0.0,2.0,0.0,0.0,406.0,,,,,,,0,0,0,,,0.002457002457002457,0.0,68975.0
FIN-1002-1407,21,CMR,Service,565800.0,69.0,0.329,344.0,0,,Rural,2022-12-07,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,565800.0
FIN-1013-1325,64,GAB,Service,214100.0,64.0,0.116,,1,47.6,Urbain,2022-12-07,0,125000.0,125000.0,0.0,0.0,1.0,EsperoFin CMR 15,mobile_money,CMR,en_cours,560.0,174.0,0.0,0.0,0.0,1.0,997.0,,,,,,,1,0,0,,,0.001002004008016032,0.0,107050.0
FIN-1011-1390,32,CMR,Artisanat,616800.0,,0.343,332.0,3,,Rural,2022-12-07,0,460000.0,460000.0,0.0,0.0,1.0,NovaMoney GNQ 12,banque,CMR,rembourse,594.0,412.0,0.0,1.0,0.0,0.0,942.0,,,,,,,0,0,1,,,0.0010604453870625664,0.0,154200.0
FIN-1025-1856,44,GAB,Commerce,270600.0,1.0,0.264,550.0,1,,Urbain,2022-12-07,0,75000.0,75000.0,0.0,0.0,1.0,ProximaCredit CMR 34,mobile_money,CAF,rembourse,713.0,759.0,0.0,1.0,0.0,0.0,432.0,50.0,98200.0,81900.0,57.6,MTN,76.0,0,0,0,250.20319229877222,0.3026607538802661,0.0023094688221709007,0.0,135300.0
FIN-1004-1134,41,GAB,Service,226500.0,63.0,0.109,789.0,1,50.7,Urbain,2022-12-07,0,,,,,,,,,,,,,,,,,27.0,36200.0,30700.0,81.4,ORANGE,25.0,0,0,0,265.2090581949487,0.13554083885209714,,0.0,113250.0
FIN-1010-1996,72,CMR,Agriculture,65100.0,49.0,0.488,701.0,1,79.8,Urbain,2022-12-07,1,1345000.0,448333.3333333333,0.0,0.0,3.0,CreditPop CMR 40,banque,CMR,rembourse,607.0,878.0,0.0,2.0,0.0,1.0,317.0,25.0,66700.0,41000.0,52.2,ORANGE,51.0,0,0,0,206.25492210995054,0.6298003072196621,0.0031446540880503146,0.0,32550.0
FIN-1033-1449,31,CMR,Commerce,250600.0,68.0,0.145,669.0,1,26.7,Urbain,2022-12-07,0,3555000.0,1185000.0,0.0,0.0,3.0,CapSud COG 28,mobile_money,CMR,en_cours,700.0,258.0,0.0,2.0,0.0,1.0,478.0,59.0,176600.0,118800.0,93.9,MTN,32.0,0,0,0,328.3220600217025,0.47406225059856344,0.0020876826722338203,0.0,125300.0
FIN-1035-1203,34,CAF,Agriculture,1813900.0,47.0,0.289,322.0,2,23.5,Urbain,2022-12-07,0,1260000.0,420000.0,0.0,0.0,3.0,EsperoFin CMR 7,banque,CMR,en_cours,642.0,484.0,0.0,2.0,0.0,1.0,199.0,58.0,112900.0,60900.0,57.1,ORANGE,2.0,0,0,0,62.73076168294906,0.03357406692761453,0.005,0.0,604633.3333333334
FIN-1040-1926,47,CMR,Artisanat,119300.0,76.0,0.441,,2,60.2,Rural,2022-12-07,1,115000.0,115000.0,0.0,0.0,1.0,KamoFin TCD 21,banque,CMR,rembourse,509.0,983.0,0.0,1.0,0.0,0.0,688.0,,,,,,,1,0,0,,,0.001451378809869376,0.0,39766.666666666664
FIN-1024-1866,75,CMR,Artisanat,409100.0,109.0,0.144,401.0,1,30.2,Urbain,2022-12-07,0,585000.0,292500.0,0.0,0.0,2.0,ZenithMicro CMR 22,banque,GAB,rembourse,489.0,442.0,0.0,1.0,0.0,1.0,719.0,36.0,28300.0,16400.0,71.5,ORANGE,24.0,0,0,0,230.14962147807634,0.0400879980444879,0.001388888888888889,0.0,204550.0
FIN-1003-1128,42,COG,Commerce,,44.0,0.225,537.0,1,,Urbain,2022-12-07,0,1265000.0,632500.0,0.0,0.0,2.0,NovaMoney CAF 33,microfinance,GAB,en_cours,483.0,193.0,0.0,0.0,0.0,2.0,399.0,26.0,136800.0,78200.0,85.1,MTN,69.0,0,0,0,361.54694509840044,,0.0025,0.0,
FIN-1023-1222,37,CMR,Commerce,481200.0,74.0,0.237,732.0,1,81.6,Urbain,2022-12-07,0,680000.0,226666.66666666663,11.0,116.0,3.0,EsperoFin GAB 45,cooperative,CMR,defaut,554.0,927.0,3.0,0.0,0.0,0.0,235.0,17.0,41700.0,36700.0,38.7,MIXTE,46.0,0,0,0,149.00071218617927,0.07626766417290108,0.00423728813559322,0.0,240600.0
FIN-1028-1952,72,CMR,Artisanat,507700.0,86.0,0.512,,3,,Urbain,2022-12-07,0,215000.0,215000.0,0.0,0.0,1.0,ZenithMicro GNQ 28,microfinance,CMR,en_cours,442.0,789.0,0.0,0.0,0.0,1.0,1040.0,26.0,116500.0,75900.0,81.5,MTN,39.0,1,0,0,300.6436755102858,0.1494977348828048,0.0009606147934678194,0.0,126925.0
FIN-1008-1797,40,GAB,Agriculture,60700.0,9.0,0.156,670.0,1,51.6,Rural,2022-12-08,0,,,,,,,,,,,,,,,,,19.0,30100.0,29200.0,39.8,MTN,33.0,0,0,0,140.34914887972323,0.48105436573311366,,0.0,30350.0
FIN-1002-1058,72,CMR,Elevage,187500.0,82.0,0.025,534.0,2,81.3,Peri-urbain,2022-12-08,0,300000.0,300000.0,0.0,0.0,1.0,NovaMoney CMR 14,banque,COG,en_cours,533.0,709.0,0.0,0.0,0.0,1.0,822.0,51.0,43600.0,32100.0,87.1,ORANGE,14.0,0,0,0,235.87117251600247,0.1712,0.001215066828675577,0.0,62500.0
FIN-1033-1200,67,CMR,Artisanat,90300.0,65.0,0.245,382.0,0,77.1,Peri-urbain,2022-12-08,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,90300.0
